x,y,region
0.0774366608360108,0.1580548589270102,1
0.07227787235979093,0.15563607267742083,1
0.07167404950639147,0.15229224759739088,1
0.07141807428042093,0.14893700411465224,1
0.07055827620105096,0.1456015816453722,1
0.07055827620105096,0.14223793555188363,1
0.07227787235979093,0.13893073670681216,1
0.07399746851853087,0.1356235378617407,1
0.07316400483609106,0.13228725094284094,1
0.07073973558129897,0.1290031836086789,1
0.06084044419594491,0.12796192614906088,1
0.047819212999679284,0.12796192614906088,1
0.03995374386501795,0.12968152230780083,1
0.03450163073482979,0.13220604267859276,1
0.029310628177854042,0.13142377825310297,1
0.024764379563318534,0.12859712579730742,1
0.018803391449580986,0.12624232999032095,1
0.0072900810825241805,0.12674526531483915,1
0.0009146317720825261,0.12718749773937965,1
0.0009146317720825261,0.12382385164589106,1
5.483369271253986e-05,0.12048842917661107,1
5.483369271253986e-05,0.11712478308312248,1
0.0,0.11425999057185372,1
0.007125264384296603,0.11229351466377703,1
0.018144414726907473,0.11162576264103126,1
0.023432002830766827,0.1090463684029213,1
0.029790565422066883,0.10682417521340637,1
0.036585060069287946,0.10474737800607142,1
0.044450529203949485,0.10302778184733144,1
0.05231599833861113,0.1013081856885915,1
0.060225884786574015,0.0996034039918887,1
0.07320269866953884,0.09958858952985154,1
0.08414772269177107,0.09889611422968111,1
0.09408939900046635,0.09786899337111155,1
0.10711063019673236,0.09786899337111155,1
0.11422555957641406,0.09958858952985154,1
0.12084286394825808,0.09745269422736333,1
0.12995649784573726,0.0961493972123716,1
0.1403998480112011,0.09700919529174158,1
0.15084319817666494,0.09786899337111155,1
0.1579581275563466,0.09958858952985154,1
0.1709793587526126,0.09958858952985154,1
0.18017033522506168,0.09831108850645838,1
0.18928817805273793,0.09700919529174158,1
0.19973152821820173,0.0961493972123716,1
0.21017487838366533,0.09528959913300164,1
0.21963220978373232,0.09410093520195696,1
0.22848369768379037,0.09271020489489168,1
0.2345274924947657,0.0903830275227333,1
0.24163675492231124,0.08841121449804179,1
0.2487780212633588,0.08645007570658,1
0.25525853170521506,0.08426855566157362,1
0.26229324790055664,0.08229910742997223,1
0.2660975732291842,0.07944810069319434,1
0.2706438218437197,0.07662144823739876,1
0.2751900704582552,0.07379479578160324,1
0.27954860154036804,0.07115586085823036,1
0.2819728707951601,0.06787179352406833,1
0.2843971400499522,0.06458772618990626,1
0.2868214093047443,0.06130365885574417,1
0.2892456785595364,0.0580195915215821,1
0.2950814350589524,0.05734262349838592,1
0.3007163996809989,0.05831828172009246,1
0.30463096869804107,0.06110529086655781,1
0.31044194034527556,0.06286458281054852,1
0.3095821422659055,0.06620000527982854,1
0.3078625461071656,0.06950720412490004,1
0.3070027480277956,0.07284262659418006,1
0.3070027480277956,0.07620627268766864,1
0.3084321092312722,0.07952299874907856,1
0.3121615365040155,0.08237646408007056,1
0.3137376841508739,0.08568837174805029,1
0.3211730602130466,0.08583182025993183,1
0.33419429140931256,0.08583182025993183,1
0.3472155226055785,0.08583182025993183,1
0.3564233284217459,0.08455993231070051,1
0.36552434190570354,0.08325242602182191,1
0.37338981104036484,0.08153282986308193,1
0.38641104223663075,0.08153282986308193,1
0.3935259716163124,0.08325242602182191,1
0.4034675037747306,0.08394485324369473,1
0.41188227604390765,0.08240846560947752,1
0.4162408071260205,0.08329612904005919,1
0.42423730839997836,0.08497202218056187,1
0.4343598595492551,0.08400522832648949,1
0.44212987787599195,0.08225379655534261,1
0.4498998962027287,0.08050236478419566,1
0.4576699145294655,0.07875093301304877,1
0.46614253510408743,0.07895343562497201,1
0.47385470512537925,0.07890230592516456,1
0.48226947739455633,0.07736591829094736,1
0.4923168235388738,0.07637404138686205,1
0.5053380547351398,0.07637404138686205,1
0.5157814049006031,0.07551424330749207,1
0.5230208598381074,0.07358585326030549,1
0.5289344621391233,0.07121525291064215,1
0.5359818807218198,0.06922281317029284,1
0.5420875193776434,0.06691626251379228,1
0.5494658064101302,0.06526469693731415,1
0.5596457989227888,0.06433686827568232,1
0.5700891490882519,0.06347707019631234,1
0.577954618222913,0.06175747403757239,1
0.5909758494191788,0.06175747403757239,1
0.6024346163829195,0.061236346906351956,1
0.6082703728823354,0.05883978272441589,1
0.6145722568231627,0.0565986855613525,1
0.621231393766048,0.054476742634403184,1
0.627725314061683,0.05229969516450259,1
0.6341924146497603,0.05011370254439063,1
0.6445414487462582,0.04922244732096254,1
0.6564774835272711,0.04886050284702266,1
0.6658842708816939,0.047654981011036275,1
0.6723647813235503,0.045473460966029944,1
0.6800738909312545,0.04370171437080277,1
0.6879393600659158,0.04370171437080277,1
0.6969643441886408,0.04503457865641682,1
0.7028001006880568,0.04341147822073262,1
0.7089578864390972,0.04112232013269285,1
0.7168233555737581,0.0394027239739529,1
0.7228863859560655,0.03708196222264354,1
0.729366896397922,0.034900442177637235,1
0.7352026528973378,0.03250387799570116,1
0.7405515890199962,0.0299449451008831,1
0.7468741658961697,0.027710749631829016,1
0.7514204145107053,0.024884097176033525,1
0.7546771552403602,0.021627356446378625,1
0.7592234038548957,0.02217362846504349,1
0.7669895295392912,0.02048716622781331,1
0.7715396707961679,0.021592924215765915,1
0.7760859194107033,0.02441957667156144,1
0.7802744128200662,0.02736555086277315,1
0.7871126784670949,0.029427749172363266,1
0.7974617125635928,0.029570885805974945,1
0.8078107466600905,0.02867963058254695,1
0.8175150268141481,0.028877366662097035,1
0.8247575205549768,0.03080474318025308,1
0.8298312937554202,0.033312823947686566,1
0.8343775423699556,0.030486171491891114,1
0.8406202848665537,0.02822534894214312,1
0.8473385632536682,0.026123131401878476,1
0.8537733421050739,0.023926358545293243,1
0.8596548301949403,0.02154504717493613,1
0.867424848521677,0.01979361540378927,1
0.8777738826181749,0.020352376116525406,1
0.8874781627722323,0.02123525313748343,1
0.8958929350414093,0.01969886550326628,1
0.9061219189746457,0.018767570069073362,1
0.9153014953495244,0.01748626678255093,1
0.9211372518489402,0.015089702600614858,1
0.9269730083483564,0.016244020925768057,1
0.9321640109053322,0.01695991473477293,1
0.937999767404748,0.014563350552836857,1
0.9419012620768432,0.011521653960111662,1
0.9451580028064982,0.008264913230456757,1
0.9484226238055173,0.0050108007991536575,1
0.9537102119093765,0.0024314065610437307,1
0.9594415025925447,0.0,1
0.9633429972646399,0.001026125079852791,1
0.9628421662883526,0.0043375190185218696,1
0.9632634509258092,0.007590195037263617,1
