x,y,region,classification
0.017113519680547633,0.2880775812892185,1,boundary
0.01742467458383032,0.28564020121350414,1,boundary
0.017341699942954935,0.29064460924130064,1,boundary
0.017569880205362237,0.2932116371933828,1,boundary
0.017735829487113,0.2832028211377898,1,boundary
0.01779806046776954,0.2957786651454649,1,boundary
0.018046984390395687,0.2807654410620754,1,boundary
0.01802624073017684,0.29834569309754705,1,boundary
0.01835813929367837,0.27832806098636104,1,boundary
0.01825442099258414,0.3009127210496292,1,boundary
0.018669294196961055,0.27589068091064667,1,boundary
0.018482601254991442,0.3034797490017114,1,boundary
0.018710781517398745,0.3060467769537935,1,boundary
0.018938961779806047,0.30861380490587564,1,boundary
0.018980449100243737,0.27345330083493236,1,boundary
0.01916714204221335,0.3111808328579578,1,boundary
0.019291604003526423,0.271015920759218,1,boundary
0.01939532230462065,0.3137478608100399,1,boundary
0.019602758906809105,0.2685785406835036,1,boundary
0.01991391381009179,0.26614116060778925,1,boundary
0.020225068713374473,0.2637037805320749,1,boundary
0.02053622361665716,0.2612664004563605,1,boundary
0.021049629207073588,0.25864232743867654,1,boundary
0.021563034797490017,0.2560182544209926,1,boundary
0.021486974710020916,0.31355771059136717,1,boundary
0.022076440387906446,0.2533941814033086,1,boundary
0.022589845978322875,0.25077010838562463,1,boundary
0.023103251568739304,0.24814603536794066,1,boundary
0.023616657159155733,0.2455219623502567,1,boundary
0.023578627115421184,0.3133675603726945,1,boundary
0.024130062749572162,0.24289788933257273,1,boundary
0.02464346833998859,0.24027381631488876,1,boundary
0.02515687393040502,0.23764974329720479,1,boundary
0.02567027952082145,0.23502567027952082,1,boundary
0.02567027952082145,0.31317741015402173,1,boundary
0.026597261836851113,0.23260125499144324,1,boundary
0.027524244152880777,0.23017683970336567,1,boundary
0.02738163148887621,0.31122157933338773,1,boundary
0.02845122646891044,0.2277524244152881,1,boundary
0.02909298345693098,0.3092657485127537,1,boundary
0.029378208784940102,0.22532800912721052,1,boundary
0.03030519110096977,0.2229035938391329,1,boundary
0.03080433542498574,0.3073099176921197,1,boundary
0.03123217341699943,0.22047917855105534,1,boundary
0.03215915573302909,0.21805476326297776,1,boundary
0.032515687393040504,0.3053540868714857,1,boundary
0.03308613804905876,0.2156303479749002,1,boundary
0.034227039361095266,0.30339825605085163,1,boundary
0.034878982967973274,0.21375601010512593,1,boundary
0.03593839132915003,0.30144242523021764,1,boundary
0.03667182788688778,0.21188167223535165,1,boundary
0.037649743297204795,0.2994865944095836,1,boundary
0.0384646728058023,0.2100073343655774,1,boundary
0.039361095265259556,0.2975307635889496,1,boundary
0.040257517724716814,0.2081329964958031,1,boundary
0.04107244723331432,0.2955749327683156,1,boundary
0.04205036264363132,0.20625865862602885,1,boundary
0.042783799201369085,0.29361910194768154,1,boundary
0.04384320756254584,0.20438432075625457,1,boundary
0.04449515116942385,0.29166327112704754,1,boundary
0.045636052481460354,0.2025099828864803,1,boundary
0.04620650313747861,0.28970744030641354,1,boundary
0.046586803574824115,0.20041833048108004,1,boundary
0.04753755466818787,0.1983266780756798,1,boundary
0.047917855105533376,0.2877516094857795,1,boundary
0.04848830576155162,0.19623502567027953,1,boundary
0.049439056854915384,0.19414337326487927,1,boundary
0.04962920707358814,0.2857957786651455,1,boundary
0.050389807948279144,0.19205172085947902,1,boundary
0.0513405590416429,0.18996006845407876,1,boundary
0.0514673258540914,0.2840844266970907,1,boundary
0.05330544463459466,0.28237307472903594,1,boundary
0.0536936679977182,0.18889047347404453,1,boundary
0.055143563415097935,0.28066172276098117,1,boundary
0.056046776953793495,0.1878208784940103,1,boundary
0.056981682195601194,0.2789503707929264,1,boundary
0.0583998859098688,0.18675128351397607,1,boundary
0.05881980097610446,0.2772390188248717,1,boundary
0.0607529948659441,0.18568168853394185,1,boundary
0.060657919756607726,0.2755276668568169,1,boundary
0.062496038537110984,0.2738163148887621,1,boundary
0.0631061038220194,0.1846120935539076,1,boundary
0.06433415731761426,0.27210496292070735,1,boundary
0.06545921277809469,0.18354249857387336,1,boundary
