Equation,Dataset,Scale,Config_ID,Time_Mean_RMSE,Final_Step_RMSE,Time_Callable,RMSE
Perturbation,Cuitzeo,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.09124736199737526,6.762886180013788e-05
Perturbation,Cuitzeo,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.0816945270053111,6.762886180013788e-05
Perturbation,Cuitzeo,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.11671988398302346,6.762886180013876e-05
Perturbation,Cuitzeo,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.1175934319908265,6.762886180013876e-05
Perturbation,Cuitzeo,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.260719343990786,3.407338913377691e-05
Perturbation,Cuitzeo,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.2608639549871441,3.407338913377691e-05
Perturbation,Cuitzeo,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.5336912310158368,3.40733891337802e-05
Perturbation,Cuitzeo,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.523930076014949,3.40733891337802e-05
Perturbation,Catemaco,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.047676346002845094,0.00033489710700599496
Perturbation,Catemaco,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.05113011901266873,0.00033489710700599496
Perturbation,Catemaco,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.1725773819780443,0.0003348971070059963
Perturbation,Catemaco,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.1722527380043175,0.0003348971070059963
Perturbation,Catemaco,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.13982580698211677,6.179372860486956e-05
Perturbation,Catemaco,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.14286179398186505,6.179372860486956e-05
Perturbation,Catemaco,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.29743740998674184,6.179372860486822e-05
Perturbation,Catemaco,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.29732770897680894,6.179372860486822e-05
Perturbation,Catemaco,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.3391242249927018,7.551894627529573e-05
Perturbation,Catemaco,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.33688454498769715,7.551894627529573e-05
Perturbation,Catemaco,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.7669604750117287,7.551894627529565e-05
Perturbation,Catemaco,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.7711887429759372,7.551894627529565e-05
Perturbation,Caspio,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.01340561400866136,0.0007251931203396567
Perturbation,Caspio,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.015202836017124355,0.0007251931203396567
Perturbation,Caspio,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.05183927100733854,0.0007251931203396545
Perturbation,Caspio,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.037295679008821025,0.0007251931203396545
Perturbation,Caspio,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.08276548099820502,0.0002715506901195978
Perturbation,Caspio,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.06981382300728001,0.0002715506901195978
Perturbation,Caspio,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.10821198901976459,0.00027155069011960053
Perturbation,Caspio,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.12003498000558466,0.00027155069011960053
Perturbation,Caspio,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.1623771750018932,0.0002856511763292371
Perturbation,Caspio,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.16229701801785268,0.0002856511763292371
Perturbation,Caspio,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.2328035949904006,0.000285651176329234
Perturbation,Caspio,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.23020579700823873,0.000285651176329234
Perturbation,Metztitlán,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.01105404199915938,1.5450805931310786e-05
Perturbation,Metztitlán,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.016709513001842424,1.5450805931310786e-05
Perturbation,Metztitlán,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.05348397197667509,1.5450805931310935e-05
Perturbation,Metztitlán,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.05390922600054182,1.5450805931310935e-05
Perturbation,Metztitlán,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.059384539985330775,1.7125987126775123e-05
Perturbation,Metztitlán,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.06589141100994311,1.7125987126775123e-05
Perturbation,Metztitlán,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.1988084250187967,1.712598712677626e-05
Perturbation,Metztitlán,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.19161914099822752,1.712598712677626e-05
Perturbation,Metztitlán,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.12943755299784243,0.00010832762815757247
Perturbation,Metztitlán,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.1334420460043475,0.00010832762815757247
Perturbation,Metztitlán,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.23892674600938335,0.00010832762815757402
Perturbation,Metztitlán,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.23828688898356631,0.00010832762815757402
Perturbation,Ness,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.007413537008687854,1.1623147893566719e-06
Perturbation,Ness,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.020769244991242886,1.1623147893566719e-06
Perturbation,Ness,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.038145983999129385,1.1623147893567557e-06
Perturbation,Ness,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.038817510998342186,1.1623147893567557e-06
Perturbation,Ness,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.04605487600201741,4.4099274476328954e-06
Perturbation,Ness,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.0258511999854818,4.4099274476328954e-06
Perturbation,Ness,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.16285607000463642,4.4099274476333994e-06
Perturbation,Ness,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.16119287599576637,4.4099274476333994e-06
Perturbation,Ness,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.06593102100305259,6.9542504957670715e-06
Perturbation,Ness,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.06633826400502585,6.9542504957670715e-06
Perturbation,Ness,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.3776064499979839,6.954250495766566e-06
Perturbation,Ness,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.3607381030160468,6.954250495766566e-06
Perturbation,Huron,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.03291362299933098,0.000430062426881554
Perturbation,Huron,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.01995297902612947,0.000430062426881554
Perturbation,Huron,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.07282976599526592,0.0004300624268815543
Perturbation,Huron,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.046849036996718496,0.0004300624268815543
Perturbation,Huron,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.08805597500759177,0.00015943995211449864
Perturbation,Huron,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.08281876301043667,0.00015943995211449864
Perturbation,Huron,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.14981027401518077,0.00015943995211449756
Perturbation,Huron,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.1527414019801654,0.00015943995211449756
Perturbation,Huron,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.1616922050016001,0.00011553465086635988
Perturbation,Huron,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.16118698098580353,0.00011553465086635988
Perturbation,Huron,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.3296004830044694,0.00011553465086635769
Perturbation,Huron,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.3411344159976579,0.00011553465086635769
Perturbation,Chapala,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.01986586398561485,6.027993884579065e-06
Perturbation,Chapala,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.019000074011273682,6.027993884579065e-06
Perturbation,Chapala,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.08938615600345656,6.0279938845783905e-06
Perturbation,Chapala,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.08802573301363736,6.0279938845783905e-06
Perturbation,Chapala,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.08056166599271819,3.552869151895822e-05
Perturbation,Chapala,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.08596298200427555,3.552869151895822e-05
Perturbation,Chapala,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.08840954001061618,3.552869151895802e-05
Perturbation,Chapala,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.08741145499516279,3.552869151895802e-05
Perturbation,Chapala,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.19617279400699772,9.738154864129588e-07
Perturbation,Chapala,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.1974165170104243,9.738154864129588e-07
Perturbation,Chapala,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.2699471820087638,9.738154864128084e-07
Perturbation,Chapala,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.26189337600953877,9.738154864128084e-07
Perturbation,Ladoga,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.053463001997442916,1.943524210377904e-05
Perturbation,Ladoga,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.06000819499604404,1.943524210377904e-05
Perturbation,Ladoga,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.13629748599487357,1.9435242103777882e-05
Perturbation,Ladoga,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.12127538298955187,1.9435242103777882e-05
Perturbation,Ladoga,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.1687191230012104,6.079617730109184e-06
Perturbation,Ladoga,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.16692654500366189,6.079617730109184e-06
Perturbation,Ladoga,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.38385949400253594,6.079617730111097e-06
Perturbation,Ladoga,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.40123201900860295,6.079617730111097e-06
Perturbation,Ladoga,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.3744572300056461,2.792387093473865e-06
Perturbation,Ladoga,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.3837551169854123,2.792387093473865e-06
Perturbation,Ladoga,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.6188418630044907,2.792387093473381e-06
Perturbation,Ladoga,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.5957749759836588,2.792387093473381e-06
Perturbation,Patzcuaro,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.0290952869981993,0.0005730216821290878
Perturbation,Patzcuaro,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.014935102983145043,0.0005730216821290878
Perturbation,Patzcuaro,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.06434391700895503,0.0005730216821290884
Perturbation,Patzcuaro,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.04120708801201545,0.0005730216821290884
Perturbation,Patzcuaro,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.08666959399124607,6.848995764142155e-05
Perturbation,Patzcuaro,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.08562116799294017,6.848995764142155e-05
Perturbation,Patzcuaro,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.18297098999028094,6.848995764142151e-05
Perturbation,Patzcuaro,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.18223351301276125,6.848995764142151e-05
Perturbation,Patzcuaro,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.15977103900513612,9.208495238598977e-05
Perturbation,Patzcuaro,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.15916927499347366,9.208495238598977e-05
Perturbation,Patzcuaro,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.43722506798803806,9.208495238599023e-05
Perturbation,Patzcuaro,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.44108449001214467,9.208495238599023e-05
Perturbation,Baikal,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.016694894002284855,7.7086106444623e-06
Perturbation,Baikal,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.008960751991253346,7.7086106444623e-06
Perturbation,Baikal,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.03147563501261175,7.708610644462592e-06
Perturbation,Baikal,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.028957849979633465,7.708610644462592e-06
Perturbation,Baikal,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.041454699996393174,1.1729385087832938e-05
Perturbation,Baikal,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.044072464981582016,1.1729385087832938e-05
Perturbation,Baikal,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.07599592101178132,1.1729385087831434e-05
Perturbation,Baikal,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.06843171201762743,1.1729385087831434e-05
Perturbation,Baikal,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.08366484701400623,1.4562692052954293e-05
Perturbation,Baikal,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.07682872799341567,1.4562692052954293e-05
Perturbation,Baikal,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.189544439985184,1.4562692052954359e-05
Perturbation,Baikal,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.1898255340056494,1.4562692052954359e-05
Perturbation,Santa Maria del Oro,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.08187881601043046,0.0008366008482480674
Perturbation,Santa Maria del Oro,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.07598583001527004,0.0008366008482480674
Perturbation,Santa Maria del Oro,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.2180182930023875,0.0008366008482480723
Perturbation,Santa Maria del Oro,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.21190676200785674,0.0008366008482480723
Perturbation,Santa Maria del Oro,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.2773475300054997,0.0003516482542536921
Perturbation,Santa Maria del Oro,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.2771040340012405,0.0003516482542536921
Perturbation,Santa Maria del Oro,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.5758530329912901,0.00035164825425369284
Perturbation,Santa Maria del Oro,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.5801379730110057,0.00035164825425369284
Perturbation,Santa Maria del Oro,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.6769302139873616,0.00023311145352919213
Perturbation,Santa Maria del Oro,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.6730520940036513,0.00023311145352919213
Perturbation,Santa Maria del Oro,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.8873098719923291,0.000233111453529193
Perturbation,Santa Maria del Oro,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.8881988569919486,0.000233111453529193
Perturbation,Balkhash,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.008352135977474973,6.155706547388617e-06
Perturbation,Balkhash,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.02568202800466679,6.155706547388617e-06
Perturbation,Balkhash,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.026613804016960785,6.1557065473886496e-06
Perturbation,Balkhash,1,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.026354233006713912,6.1557065473886496e-06
Perturbation,Balkhash,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.022682523005641997,2.842014458353396e-06
Perturbation,Balkhash,2,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.04123711001011543,2.842014458353396e-06
Perturbation,Balkhash,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.07684504898497835,2.8420144583535645e-06
Perturbation,Balkhash,2,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.07854804600356147,2.8420144583535645e-06
Perturbation,Balkhash,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.06059303900110535,2.2550388805372862e-05
Perturbation,Balkhash,3,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_False,,,0.07140556900412776,2.2550388805372862e-05
Perturbation,Balkhash,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_True,,,0.20293309399858117,2.2550388805371893e-05
Perturbation,Balkhash,3,nvec_20_gmres_cuda_mfFalse_preilu_upwind_False,,,0.21101907797856256,2.2550388805371893e-05
Perturbation,Zirahuen,1,nvec_20_spsolve_cpu_mfFalse_preNone_upwind_True,,,0.05035055399639532,2.4200862189550022e-05
