Equation,Dataset,Scale,Config_ID,Time_Mean_RMSE,Final_Step_RMSE,Time_Callable,RMSE
Wave,Cuitzeo,1,nvec_20_cpu,0.009088563110154147,0.014201185750701601,0.09025035699596629,
Wave,Cuitzeo,1,nvec_20_cuda,0.009088563110154203,0.01420118575070163,1.2750008190050721,
Wave,Cuitzeo,2,nvec_20_cpu,0.004664645214547738,0.0072874390861615845,0.37188599101500586,
Wave,Cuitzeo,2,nvec_20_cuda,0.0046646452145477964,0.0072874390861616435,4.225220001011621,
Wave,Cuitzeo,3,nvec_20_cpu,0.003227874849857723,0.005042202844396425,0.9302177430363372,
Wave,Cuitzeo,3,nvec_20_cuda,0.003227874849857787,0.005042202844396469,10.660460158018395,
Wave,Cuitzeo,4,nvec_20_cpu,0.002761613713197256,0.0043134678219595175,0.8342419930268079,
Wave,Cuitzeo,4,nvec_20_cuda,0.0027616137131972972,0.004313467821959544,9.938080129039008,
Wave,Cuitzeo,5,nvec_20_cpu,0.0022195312643800463,0.0034667893158681373,1.5232389759621583,
Wave,Cuitzeo,5,nvec_20_cuda,0.002219531264380081,0.003466789315868155,16.451189844985493,
Wave,Catemaco,1,nvec_20_cpu,0.022396395902330432,0.03519039350731094,0.14579461398534477,
Wave,Catemaco,1,nvec_20_cuda,0.022396395902330557,0.035190393507311006,1.597266923985444,
Wave,Catemaco,2,nvec_20_cpu,0.011980916414878301,0.018830611996579587,0.525282401998993,
Wave,Catemaco,2,nvec_20_cuda,0.01198091641487856,0.018830611996579604,6.1157856219797395,
Wave,Catemaco,3,nvec_20_cpu,0.008381704904299405,0.01317342297452153,1.3099354680161923,
Wave,Catemaco,3,nvec_20_cuda,0.00838170490429983,0.013173422974522104,14.612671490991488,
Wave,Catemaco,4,nvec_20_cpu,0.007155009680104232,0.01123976863820871,1.1220578199718148,
Wave,Catemaco,4,nvec_20_cuda,0.007155009680104376,0.011239768638208891,14.082278540008701,
Wave,Catemaco,5,nvec_20_cpu,0.005727592730923513,0.008998370269571801,1.9907501030247658,
Wave,Catemaco,5,nvec_20_cuda,0.0057275927309236585,0.008998370269571978,25.189329598040786,
Wave,Caspio,1,nvec_20_cpu,0.015353443853865764,0.024033411700485615,0.06464594096178189,
Wave,Caspio,1,nvec_20_cuda,0.015353443853865794,0.024033411700485584,0.9393153199926019,
Wave,Caspio,2,nvec_20_cpu,0.008130428287742882,0.012724730938793675,0.2335268349852413,
Wave,Caspio,2,nvec_20_cuda,0.008130428287742929,0.012724730938793682,3.403289572976064,
Wave,Caspio,3,nvec_20_cpu,0.005453615837413379,0.008534936375174476,0.5463934259605594,
Wave,Caspio,3,nvec_20_cuda,0.005453615837413419,0.008534936375174494,8.066993256041314,
Wave,Caspio,4,nvec_20_cpu,0.004768324850218253,0.007464352024378499,0.47230312996543944,
Wave,Caspio,4,nvec_20_cuda,0.004768324850218282,0.007464352024378389,8.232933519000653,
Wave,Caspio,5,nvec_20_cpu,0.0038242793496998297,0.00598521537679397,0.8609879810246639,
Wave,Caspio,5,nvec_20_cuda,0.0038242793496998683,0.00598521537679399,12.289060680952389,
Wave,Metztitlán,1,nvec_20_cpu,0.021417333235661546,0.0335331155770934,0.06971036898903549,
Wave,Metztitlán,1,nvec_20_cuda,0.021417333235661563,0.033533115577093466,0.6546046500443481,
Wave,Metztitlán,2,nvec_20_cpu,0.011105179465439811,0.01738985654405696,0.18192221503704786,
