Equation,Dataset,Scale,Config_ID,Time_Mean_RMSE,Final_Step_RMSE,CFL,dt,Time_Steps,Time_Secs,Time_Callable,RMSE
Wave,Caspio,2,nvec_20_cpu,5.2093562808580675e-06,4.332164945413882e-06,0.09992482660161661,0.0009182736455463728,1089.0,0.6183612989843823,0.6183612989843823,
Wave,Caspio,2,nvec_20_cuda,5.20935628203019e-06,4.332164946735608e-06,0.09992482660161661,0.0009182736455463728,1089.0,17.36979650997091,17.36979650997091,
Wave,Caspio,3,nvec_20_cpu,2.491122232657314e-06,2.305017718645372e-06,0.09997418633131039,0.0006406149903907751,1561.0,2.284481320006307,2.284481320006307,
Wave,Caspio,3,nvec_20_cuda,2.491122234613388e-06,2.305017720107106e-06,0.09997418633131039,0.0006406149903907751,1561.0,60.43557846499607,60.43557846499607,
Wave,Caspio,4,nvec_20_cpu,47.94994978424963,1415.3039044995726,0.09999643480693293,0.0004870920603994155,2053.0,3.4318333830451593,3.4318333830451593,
Wave,Caspio,4,nvec_20_cuda,47.94994941138837,1415.3038929746815,0.09999643480693293,0.0004870920603994155,2053.0,82.59196387301199,82.59196387301199,
Wave,Caspio,5,nvec_20_cpu,4280.2735228283345,159451.7840262096,0.09999215346871823,0.0003940110323089047,2538.0,7.6780103640048765,7.6780103640048765,
Wave,Caspio,5,nvec_20_cuda,4280.273497465623,159451.7796590265,0.09999215346871823,0.0003940110323089047,2538.0,152.519937494013,152.519937494013,
Wave,Metztitlán,1,nvec_20_cpu,2.391490376125803e-05,2.631852641368026e-05,0.0999593301492445,0.0017241379310344827,580.0,0.1053896289668046,0.1053896289668046,
Wave,Metztitlán,1,nvec_20_cuda,2.3914903761469482e-05,2.631852641344912e-05,0.0999593301492445,0.0017241379310344827,580.0,1.814292896015104,1.814292896015104,
Wave,Metztitlán,2,nvec_20_cpu,6.851463775710844e-06,8.4004955504881e-06,0.09998023911104946,0.000949667616334283,1053.0,0.4596905629732646,0.4596905629732646,
Wave,Metztitlán,2,nvec_20_cuda,6.851463776291078e-06,8.400495545951281e-06,0.09998023911104946,0.000949667616334283,1053.0,10.91564349096734,10.91564349096734,
Wave,Metztitlán,3,nvec_20_cpu,3.443816793266322e-06,4.540177353511857e-06,0.09997340399987444,0.0006697923643670462,1493.0,1.5148661669809371,1.5148661669809371,
Wave,Metztitlán,3,nvec_20_cuda,3.443816794962205e-06,4.540177339798728e-06,0.09997340399987444,0.0006697923643670462,1493.0,33.86167791800108,33.86167791800108,
Wave,Metztitlán,4,nvec_20_cpu,0.7964882549740203,19.633603053977353,0.09999480024914492,0.0005120327700972862,1953.0,2.2309752909932286,2.2309752909932286,
Wave,Metztitlán,4,nvec_20_cuda,0.7964882579055605,19.63360312835175,0.09999480024914492,0.0005120327700972862,1953.0,40.02087389398366,40.02087389398366,
Wave,Metztitlán,5,nvec_20_cpu,1309.1688226079891,48044.58972286161,0.09999552924057716,0.0004137360364087712,2417.0,5.354764452029485,5.354764452029485,
Wave,Metztitlán,5,nvec_20_cuda,1309.1686959535123,48044.58491049488,0.09999552924057716,0.0004137360364087712,2417.0,91.98987673199736,91.98987673199736,
Wave,Ness,1,nvec_20_cpu,5.561965730309185e-07,8.424203351251009e-07,0.09994734352305648,0.0007692307692307692,1300.0,0.11868651397526264,0.11868651397526264,
Wave,Ness,1,nvec_20_cuda,5.561965732586638e-07,8.424203359788846e-07,0.09994734352305648,0.0007692307692307692,1300.0,2.646445958991535,2.646445958991535,
Wave,Ness,2,nvec_20_cpu,2.631894008301934e-07,8.765110988972265e-07,0.09997129572855781,0.00046728971962616824,2140.0,0.4804579389747232,0.4804579389747232,
Wave,Ness,2,nvec_20_cuda,2.631894005318053e-07,8.765110972223203e-07,0.09997129572855781,0.00046728971962616824,2140.0,19.34231615299359,19.34231615299359,
Wave,Ness,3,nvec_20_cpu,2.384114196196437e-07,1.216855062925164e-06,0.09999494450304995,0.0003368137420006736,2969.0,1.361519640951883,1.361519640951883,
Wave,Ness,3,nvec_20_cuda,2.3841141978026625e-07,1.2168550636831356e-06,0.09999494450304995,0.0003368137420006736,2969.0,45.137483350001276,45.137483350001276,
Wave,Ness,4,nvec_20_cpu,4081817948.807442,221355821121.32727,0.09998556393004786,0.0002589331952356292,3862.0,2.0204444550327025,2.0204444550327025,
Wave,Ness,4,nvec_20_cuda,4081817957.892562,221355821555.32718,0.09998556393004786,0.0002589331952356292,3862.0,80.45812722697156,80.45812722697156,
Wave,Ness,5,nvec_20_cpu,7.41366261408925e+17,5.035650429080936e+19,0.09999617793438008,0.00021043771043771043,4752.0,4.029660502972547,4.029660502972547,
Wave,Ness,5,nvec_20_cuda,7.413662734290228e+17,5.035650510555377e+19,0.09999617793438008,0.00021043771043771043,4752.0,127.00826448498992,127.00826448498992,
Wave,Huron,1,nvec_20_cpu,3.45159142954384e-05,6.864784489773635e-05,0.09987090939908166,0.0017006802721088435,588.0,0.11117552203359082,0.11117552203359082,
Wave,Huron,1,nvec_20_cuda,3.451591429536823e-05,6.864784489891683e-05,0.09987090939908166,0.0017006802721088435,588.0,1.909295070974622,1.909295070974622,
Wave,Huron,2,nvec_20_cpu,1.0955341082652523e-05,1.7480645102557675e-05,0.0999213529267441,0.001034126163391934,967.0,0.5473159730318002,0.5473159730318002,
Wave,Huron,2,nvec_20_cuda,1.0955341081583693e-05,1.7480645123425365e-05,0.0999213529267441,0.001034126163391934,967.0,10.812262287014164,10.812262287014164,
Wave,Huron,3,nvec_20_cpu,5.59366372849998e-06,8.729377105705933e-06,0.09999006791135143,0.0007468259895444362,1339.0,1.8572407550527714,1.8572407550527714,
Wave,Huron,3,nvec_20_cuda,5.593663725008957e-06,8.729377180718935e-06,0.09999006791135143,0.0007468259895444362,1339.0,38.62759837199701,38.62759837199701,
Wave,Huron,4,nvec_20_cpu,0.04493970625429636,0.9223652674319315,0.09995231315601683,0.0005777007510109763,1731.0,2.544222058961168,2.544222058961168,
Wave,Huron,4,nvec_20_cuda,0.04493970625886513,0.9223652683252022,0.09995231315601683,0.0005777007510109763,1731.0,46.86177352297818,46.86177352297818,
Wave,Huron,5,nvec_20_cpu,22.321840209100845,656.6489477195644,0.0999562928873271,0.0004692632566870014,2131.0,5.839513206970878,5.839513206970878,
Wave,Huron,5,nvec_20_cuda,22.32184006862964,656.6489439836446,0.0999562928873271,0.0004692632566870014,2131.0,85.49962273304118,85.49962273304118,
Wave,Chapala,1,nvec_20_cpu,7.252006692097439e-06,1.0412962808864748e-05,0.09992310971318852,0.0011862396204033216,843.0,0.17545410996535793,0.17545410996535793,
Wave,Chapala,1,nvec_20_cuda,7.252006691803982e-06,1.0412962807040166e-05,0.09992310971318852,0.0011862396204033216,843.0,4.552003574965056,4.552003574965056,
Wave,Chapala,2,nvec_20_cpu,2.172284554456333e-06,3.147128185946986e-06,0.09997803959585361,0.0006557377049180328,1525.0,1.0456039999844506,1.0456039999844506,
Wave,Chapala,2,nvec_20_cuda,2.1722845541733144e-06,3.147128171411103e-06,0.09997803959585361,0.0006557377049180328,1525.0,30.285656554973684,30.285656554973684,
Wave,Chapala,3,nvec_20_cpu,1.0785702735627325e-06,1.8349102355750777e-06,0.09999850465945039,0.00045167118337850043,2214.0,4.367556643032003,4.367556643032003,
Wave,Chapala,3,nvec_20_cuda,1.0785702732541395e-06,1.8349102066850338e-06,0.09999850465945039,0.00045167118337850043,2214.0,109.0010973699973,109.0010973699973,
Wave,Chapala,4,nvec_20_cpu,1881825.1958382698,76411705.36486611,0.09996579617756525,0.00034423407917383823,2905.0,6.9769759780028835,6.9769759780028835,
Wave,Chapala,4,nvec_20_cuda,1881825.2255534846,76411706.86922437,0.09996579617756525,0.00034423407917383823,2905.0,126.1700913059758,126.1700913059758,
Wave,Chapala,5,nvec_20_cpu,4564515856.427263,221072631064.96002,0.09999571221183812,0.0002768549280177187,3612.0,15.14729970501503,15.14729970501503,
Wave,Chapala,5,nvec_20_cuda,4564515969.8534975,221072636789.16434,0.09999571221183812,0.0002768549280177187,3612.0,262.43159512104467,262.43159512104467,
Wave,Ladoga,1,nvec_20_cpu,2.771374493864608e-05,1.085029906751128e-05,0.09996586070097857,0.0013869625520110957,721.0,0.24415617401245981,0.24415617401245981,
Wave,Ladoga,1,nvec_20_cuda,2.7713744931359857e-05,1.0850299042924427e-05,0.09996586070097857,0.0013869625520110957,721.0,5.771096137992572,5.771096137992572,
Wave,Ladoga,2,nvec_20_cpu,9.295528553983921e-06,5.858082009376276e-06,0.09994848909722619,0.0007886435331230284,1268.0,1.8367698049987666,1.8367698049987666,
Wave,Ladoga,2,nvec_20_cuda,9.295528493717244e-06,5.8580817832312505e-06,0.09994848909722619,0.0007886435331230284,1268.0,41.47302039002534,41.47302039002534,
Wave,Ladoga,3,nvec_20_cpu,4.450389295997871e-06,3.0929893628036323e-06,0.09999557976307262,0.0005467468562055768,1829.0,7.1685819599661045,7.1685819599661045,
Wave,Ladoga,3,nvec_20_cuda,4.450389175039088e-06,3.092988919911672e-06,0.09999557976307262,0.0005467468562055768,1829.0,143.9802531360183,143.9802531360183,
Wave,Ladoga,4,nvec_20_cpu,559.1707401141829,19456.26561227577,0.09998973679820121,0.00041841004184100416,2390.0,10.31205221399432,10.31205221399432,
Wave,Ladoga,4,nvec_20_cuda,559.1707524100062,19456.266038927326,0.09998973679820121,0.00041841004184100416,2390.0,178.7362629089621,178.7362629089621,
Wave,Ladoga,5,nvec_20_cpu,1890415.9158707326,87099003.81624703,0.09996746700508646,0.0003365870077415012,2971.0,22.59622325503733,22.59622325503733,
Wave,Ladoga,5,nvec_20_cuda,1890415.9214737767,87099004.13721256,0.09996746700508646,0.0003365870077415012,2971.0,348.7779706409783,348.7779706409783,
Wave,Patzcuaro,1,nvec_20_cpu,1.2476943731269129e-05,1.7326171722950594e-05,0.09989714962114804,0.001392757660167131,718.0,0.13398259098175913,0.13398259098175913,
Wave,Patzcuaro,1,nvec_20_cuda,1.2476943731307317e-05,1.732617172356452e-05,0.09989714962114804,0.001392757660167131,718.0,2.6246955989627168,2.6246955989627168,
Wave,Patzcuaro,2,nvec_20_cpu,4.563147337064282e-06,6.157837872914294e-06,0.09996444390532942,0.0008583690987124463,1165.0,0.6178032460156828,0.6178032460156828,
Wave,Patzcuaro,2,nvec_20_cuda,4.56314733697039e-06,6.1578378742119875e-06,0.09996444390532942,0.0008583690987124463,1165.0,14.799003108986653,14.799003108986653,
Wave,Patzcuaro,3,nvec_20_cpu,2.431384937902553e-06,3.810509233410216e-06,0.0999469560175496,0.0006180469715698393,1618.0,2.1326142419711687,2.1326142419711687,
Wave,Patzcuaro,3,nvec_20_cuda,2.431384938619557e-06,3.8105092399766573e-06,0.0999469560175496,0.0006180469715698393,1618.0,43.215859815012664,43.215859815012664,
Wave,Patzcuaro,4,nvec_20_cpu,1.2326089611404194,33.12371200396797,0.09998922731938842,0.0004833252779120348,2069.0,3.1001033509965055,3.1001033509965055,
Wave,Patzcuaro,4,nvec_20_cuda,1.232609061250514,33.12371458347224,0.09998922731938842,0.0004833252779120348,2069.0,64.5602791919955,64.5602791919955,
Wave,Patzcuaro,5,nvec_20_cpu,3045.720633948362,102978.17039401548,0.09998004662528522,0.000392156862745098,2550.0,6.962405666010454,6.962405666010454,
Wave,Patzcuaro,5,nvec_20_cuda,3045.7206423872235,102978.17065077112,0.09998004662528522,0.000392156862745098,2550.0,112.17291041597491,112.17291041597491,
Wave,Baikal,1,nvec_20_cpu,1.1734467256099078e-06,1.7282772496383503e-06,0.09994320562696064,0.0009354536950420954,1069.0,0.15212166996207088,0.15212166996207088,
Wave,Baikal,1,nvec_20_cuda,1.1734467255417689e-06,1.728277249326459e-06,0.09994320562696064,0.0009354536950420954,1069.0,2.604417432041373,2.604417432041373,
Wave,Baikal,2,nvec_20_cpu,4.465743892764464e-07,9.863754283675664e-07,0.09998159114528186,0.0005793742757821553,1726.0,0.5688812650041655,0.5688812650041655,
Wave,Baikal,2,nvec_20_cuda,4.465743892025461e-07,9.863754277774006e-07,0.09998159114528186,0.0005793742757821553,1726.0,14.354501857014839,14.354501857014839,
Wave,Baikal,3,nvec_20_cpu,3.7721777371629114e-07,1.5513867145612436e-06,0.09995962805154884,0.00041186161449752884,2428.0,1.7503902899916284,1.7503902899916284,
Wave,Baikal,3,nvec_20_cuda,3.772177729155452e-07,1.5513867093625865e-06,0.09995962805154884,0.00041186161449752884,2428.0,46.18055887997616,46.18055887997616,
Wave,Baikal,4,nvec_20_cpu,2341598.5830956707,105516017.79361847,0.09999886716625278,0.0003194888178913738,3130.0,2.4393017750116996,2.4393017750116996,
Wave,Baikal,4,nvec_20_cuda,2341598.5663555507,105516016.94816956,0.09999886716625278,0.0003194888178913738,3130.0,74.39727131498512,74.39727131498512,
Wave,Baikal,5,nvec_20_cpu,2.5317625054730156e+16,1.6958861538996393e+18,0.09999418129012722,0.00025687130747495504,3893.0,5.898753245011903,5.898753245011903,
Wave,Baikal,5,nvec_20_cuda,2.5317624869340132e+16,1.6958861407115523e+18,0.09999418129012722,0.00025687130747495504,3893.0,124.1217143330141,124.1217143330141,
Wave,Santa Maria del Oro,1,nvec_20_cpu,3.9376359363316676e-05,3.5415517453048934e-05,0.09987426285126592,0.0016313213703099511,613.0,0.35131385299609974,0.35131385299609974,
Wave,Santa Maria del Oro,1,nvec_20_cuda,3.9376359328914466e-05,3.541551741020519e-05,0.09987426285126592,0.0016313213703099511,613.0,8.407152077998035,8.407152077998035,
Wave,Santa Maria del Oro,2,nvec_20_cpu,1.174058631267942e-05,1.1125059849769239e-05,0.09993112046112575,0.0008431703204047217,1186.0,3.6150736449635588,3.6150736449635588,
Wave,Santa Maria del Oro,2,nvec_20_cuda,1.1740586191417095e-05,1.1125059701426138e-05,0.09993112046112575,0.0008431703204047217,1186.0,74.06508798297727,74.06508798297727,
Wave,Santa Maria del Oro,3,nvec_20_cpu,5.511037985986148e-06,5.253825332629963e-06,0.0999753392328272,0.0005717552887364208,1749.0,13.787135582999326,13.787135582999326,
Wave,Santa Maria del Oro,3,nvec_20_cuda,5.511037779868726e-06,5.2538250816957235e-06,0.0999753392328272,0.0005717552887364208,1749.0,262.4170257420046,262.4170257420046,
Wave,Santa Maria del Oro,4,nvec_20_cpu,34063.57764705366,1392738.212006506,0.09995763685541308,0.00043233895373973193,2313.0,20.2908739419654,20.2908739419654,
Wave,Santa Maria del Oro,4,nvec_20_cuda,34063.57566395999,1392738.1330938335,0.09995763685541308,0.00043233895373973193,2313.0,326.1793190430035,326.1793190430035,
Wave,Santa Maria del Oro,5,nvec_20_cpu,3374938.416885578,141258353.87053928,0.09999474545412054,0.00034614053305642093,2889.0,42.8086576909991,42.8086576909991,
Wave,Santa Maria del Oro,5,nvec_20_cuda,3374938.2402354814,141258346.07303828,0.09999474545412054,0.00034614053305642093,2889.0,896.5771014670026,896.5771014670026,
Wave,Balkhash,1,nvec_20_cpu,4.536705020267047e-06,4.962549853362726e-06,0.09992916936205137,0.0011312217194570137,884.0,0.11281640100060031,0.11281640100060031,
Wave,Balkhash,1,nvec_20_cuda,4.536705020186929e-06,4.962549853242644e-06,0.09992916936205137,0.0011312217194570137,884.0,1.6263932979782112,1.6263932979782112,
Wave,Balkhash,2,nvec_20_cpu,1.6850614665583547e-06,1.9770664558185596e-06,0.09996787592358622,0.0007122507122507123,1404.0,0.31643368199002,0.31643368199002,
Wave,Balkhash,2,nvec_20_cuda,1.6850614664464695e-06,1.9770664556741265e-06,0.09996787592358622,0.0007122507122507123,1404.0,6.665565551025793,6.665565551025793,
Wave,Balkhash,3,nvec_20_cpu,9.569172073896152e-07,1.7033664730140933e-06,0.09996619087604972,0.0005402485143165856,1851.0,0.790668010013178,0.790668010013178,
Wave,Balkhash,3,nvec_20_cuda,9.56917207673277e-07,1.7033664765876607e-06,0.09996619087604972,0.0005402485143165856,1851.0,21.47306213900447,21.47306213900447,
Wave,Balkhash,4,nvec_20_cpu,3.1122318524624855,84.69874183482791,0.09999559688513662,0.0004288164665523156,2332.0,1.126804239989724,1.126804239989724,
Wave,Balkhash,4,nvec_20_cuda,3.1122319437429677,84.69874431284434,0.09999559688513662,0.0004288164665523156,2332.0,29.303102714009583,29.303102714009583,
Wave,Balkhash,5,nvec_20_cpu,45409.660630094906,1789515.6481391194,0.09998790866353972,0.00035373187124159886,2827.0,2.211975383979734,2.211975383979734,
Wave,Balkhash,5,nvec_20_cuda,45409.66202627438,1789515.7039360264,0.09998790866353972,0.00035373187124159886,2827.0,57.521249956975225,57.521249956975225,
Wave,Zirahuen,1,nvec_20_cpu,4.036758289373936e-05,4.489591905529907e-05,0.09992527951807546,0.0016474464579901153,607.0,0.22627147199818864,0.22627147199818864,
Wave,Zirahuen,1,nvec_20_cuda,4.036758287445303e-05,4.489591898384567e-05,0.09992527951807546,0.0016474464579901153,607.0,5.56638707802631,5.56638707802631,
Wave,Zirahuen,2,nvec_20_cpu,1.1906717345214971e-05,1.556442539688777e-05,0.0999432490345561,0.000864304235090752,1157.0,2.0287588420324028,2.0287588420324028,
Wave,Zirahuen,2,nvec_20_cuda,1.1906717268483195e-05,1.556442513404988e-05,0.0999432490345561,0.000864304235090752,1157.0,42.54945447202772,42.54945447202772,
Wave,Zirahuen,3,nvec_20_cpu,5.645496543886802e-06,7.40411511403627e-06,0.09998975429348829,0.0005899705014749262,1695.0,7.6672853420022875,7.6672853420022875,
Wave,Zirahuen,3,nvec_20_cuda,5.64549641166407e-06,7.404114659934871e-06,0.09998975429348829,0.0005899705014749262,1695.0,161.47416148195043,161.47416148195043,
Wave,Zirahuen,4,nvec_20_cpu,407.4561730048713,13073.30542628119,0.09997806880260464,0.00044822949350067237,2231.0,10.925776185991708,10.925776185991708,
Wave,Zirahuen,4,nvec_20_cuda,407.45616922161605,13073.30530287976,0.09997806880260464,0.00044822949350067237,2231.0,166.7882082129945,166.7882082129945,
Wave,Zirahuen,5,nvec_20_cpu,199796.4504798233,8349945.862778333,0.09999457121891907,0.00035932446999640676,2783.0,23.97400976897916,23.97400976897916,
Wave,Zirahuen,5,nvec_20_cuda,199796.44889523063,8349945.7914093435,0.09999457121891907,0.00035932446999640676,2783.0,397.72822156600887,397.72822156600887,
Wave,Alchichica,1,nvec_20_cpu,3.63621600771188e-05,2.9445916193451787e-05,0.09999600285977107,0.0015337423312883436,652.0,0.46989215799840167,0.46989215799840167,
Wave,Alchichica,1,nvec_20_cuda,3.636216003244985e-05,2.944591614639043e-05,0.09999600285977107,0.0015337423312883436,652.0,11.382475691032596,11.382475691032596,
Wave,Alchichica,2,nvec_20_cpu,1.0784045072075079e-05,9.026132499613576e-06,0.09994474039677734,0.0007892659826361484,1267.0,4.868374988960568,4.868374988960568,
Wave,Alchichica,2,nvec_20_cuda,1.0784044932876812e-05,9.026132358873437e-06,0.09994474039677734,0.0007892659826361484,1267.0,93.97667842800729,93.97667842800729,
Wave,Alchichica,3,nvec_20_cpu,4.9391218514332e-06,4.176646376131259e-06,0.09996487225357673,0.0005359056806002144,1866.0,19.082375394995324,19.082375394995324,
Wave,Alchichica,3,nvec_20_cuda,4.939121617395135e-06,4.176646142516668e-06,0.09996487225357673,0.0005359056806002144,1866.0,387.9300463270047,387.9300463270047,
Wave,Alchichica,4,nvec_20_cpu,22368.091129191736,852548.7298957639,0.09996328609700184,0.0004043671653861706,2473.0,25.962730110040866,25.962730110040866,
Wave,Alchichica,4,nvec_20_cuda,22368.090589457144,852548.7094169769,0.09996328609700184,0.0004043671653861706,2473.0,479.0740804139641,479.0740804139641,
Wave,Alchichica,5,nvec_20_cpu,59007353.03603127,2707886743.683534,0.09999590754197732,0.0003238341968911917,3088.0,53.71162308898056,53.71162308898056,
Wave,Alchichica,5,nvec_20_cuda,59007348.930635355,2707886559.7705016,0.09999590754197732,0.0003238341968911917,3088.0,1148.103665062983,1148.103665062983,
Wave,Titicaca,1,nvec_20_cpu,1.6302160548158566e-05,1.0508554210514527e-05,0.09996408988282647,0.0014970059880239522,668.0,0.12233377702068537,0.12233377702068537,
Wave,Titicaca,1,nvec_20_cuda,1.6302160548169723e-05,1.0508554211023548e-05,0.09996408988282647,0.0014970059880239522,668.0,1.8344613580266014,1.8344613580266014,
Wave,Titicaca,2,nvec_20_cpu,5.7933259769712184e-06,3.3870076100653043e-06,0.09995509360288407,0.0009389671361502347,1065.0,0.4144805610412732,0.4144805610412732,
Wave,Titicaca,2,nvec_20_cuda,5.793325977022505e-06,3.3870076105088934e-06,0.09995509360288407,0.0009389671361502347,1065.0,10.49530115100788,10.49530115100788,
Wave,Titicaca,3,nvec_20_cpu,3.0321654570298565e-06,1.9459303048484904e-06,0.0999368184652466,0.000693000693000693,1443.0,1.188444668019656,1.188444668019656,
Wave,Titicaca,3,nvec_20_cuda,3.032165458599393e-06,1.9459303061737666e-06,0.0999368184652466,0.000693000693000693,1443.0,27.570391525980085,27.570391525980085,
Wave,Titicaca,4,nvec_20_cpu,0.23833774081326223,5.3557939865236985,0.09999828455210734,0.0005417118093174431,1846.0,1.6742241900064982,1.6742241900064982,
Wave,Titicaca,4,nvec_20_cuda,0.2383377415536095,5.355794000707148,0.09999828455210734,0.0005417118093174431,1846.0,33.54869172099279,33.54869172099279,
Wave,Titicaca,5,nvec_20_cpu,12.749153332139805,364.9483711095436,0.09997030023867712,0.0004472271914132379,2236.0,3.8757959349895827,3.8757959349895827,
Wave,Titicaca,5,nvec_20_cuda,12.749153228281122,364.9483675521699,0.09997030023867712,0.0004472271914132379,2236.0,68.98266686999705,68.98266686999705,
Wave,Poopo,1,nvec_20_cpu,1.724966077157272e-05,1.3014675372708259e-05,0.0999999999417164,0.0014204545454545455,704.0,0.1604126809979789,0.1604126809979789,
Wave,Poopo,1,nvec_20_cuda,1.724966077174439e-05,1.3014675372185114e-05,0.0999999999417164,0.0014204545454545455,704.0,3.299227776005864,3.299227776005864,
Wave,Poopo,2,nvec_20_cpu,5.064785418607597e-06,4.057879724330751e-06,0.09997906528936722,0.0007905138339920949,1265.0,0.9796542509575374,0.9796542509575374,
Wave,Poopo,2,nvec_20_cuda,5.0647854209943746e-06,4.057879719824725e-06,0.09997906528936722,0.0007905138339920949,1265.0,26.700456360005774,26.700456360005774,
Wave,Poopo,3,nvec_20_cpu,2.4617447596300434e-06,2.280477527703675e-06,0.09996245027544229,0.0005512679162072767,1814.0,3.9257856270414777,3.9257856270414777,
Wave,Poopo,3,nvec_20_cuda,2.4617447653269384e-06,2.280477519985976e-06,0.09996245027544229,0.0005512679162072767,1814.0,82.12270578299649,82.12270578299649,
Wave,Poopo,4,nvec_20_cpu,10856.904266773208,402615.3801432424,0.0999627977214086,0.0004180602006688963,2392.0,6.112278410990257,6.112278410990257,
Wave,Poopo,4,nvec_20_cuda,10856.904796817553,402615.4037071995,0.0999627977214086,0.0004180602006688963,2392.0,118.28787470498355,118.28787470498355,
Wave,Poopo,5,nvec_20_cpu,2673903.2431055573,129759748.49208033,0.0999877662637269,0.0003380662609871535,2958.0,12.914100718975533,12.914100718975533,
Wave,Poopo,5,nvec_20_cuda,2673904.248625431,129759799.24058083,0.0999877662637269,0.0003380662609871535,2958.0,206.3280034060008,206.3280034060008,
Wave,Yuriria,1,nvec_20_cpu,1.4336476180942618e-05,2.587788080315959e-05,0.0999950439249653,0.0013333333333333333,750.0,0.19474927702685818,0.19474927702685818,
Wave,Yuriria,1,nvec_20_cuda,1.4336476181365829e-05,2.5877880808946484e-05,0.0999950439249653,0.0013333333333333333,750.0,4.308657664980274,4.308657664980274,
Wave,Yuriria,2,nvec_20_cpu,4.382962850709816e-06,7.443031448377646e-06,0.09995608100449603,0.0007380073800738007,1355.0,1.278926176019013,1.278926176019013,
Wave,Yuriria,2,nvec_20_cuda,4.382962850766258e-06,7.44303149904265e-06,0.09995608100449603,0.0007380073800738007,1355.0,38.23664462700253,38.23664462700253,
