Equation,Dataset,Scale,Config_ID,Time_Mean_RMSE,Final_Step_RMSE,CFL,dt,Time_Steps,Time_Secs,Time_Callable,RMSE
Wave,Cuitzeo,1,nvec_12_cpu,5.455593761281892e-06,6.8474405655708625e-06,0.09988950102356148,0.0011560693641618498,865.0,0.12685054598841816,0.12685054598841816,
Wave,Cuitzeo,1,nvec_12_cuda,5.45568498563762e-06,6.847792843845238e-06,0.09988950102356148,0.0011560693641618498,865.0,1.1467936349799857,1.1467936349799857,
Wave,Cuitzeo,2,nvec_12_cpu,7.192578793330056e-06,5.894206898347529e-05,0.0999494951041959,0.0006557377049180328,1525.0,0.6696775710443035,0.6696775710443035,
Wave,Cuitzeo,2,nvec_12_cuda,7.198704236350241e-06,5.900057432996709e-05,0.0999494951041959,0.0006557377049180328,1525.0,2.2414811350172386,2.2414811350172386,
Wave,Cuitzeo,3,nvec_12_cpu,6.679749491180402e-05,0.0010311506830413353,0.09997836562663223,0.0004520795660036166,2212.0,3.0772390639176592,3.0772390639176592,
Wave,Cuitzeo,3,nvec_12_cuda,6.682825381895432e-05,0.0010318994669523982,0.09997836562663223,0.0004520795660036166,2212.0,3.3699194920482114,3.3699194920482114,
Wave,Cuitzeo,4,nvec_12_cpu,0.003029942944018192,0.059327670947033485,0.09998852557775924,0.0003436426116838488,2910.0,9.157857956946827,9.157857956946827,
Wave,Cuitzeo,4,nvec_12_cuda,0.0030323317478533358,0.05939434323911862,0.09998852557775924,0.0003436426116838488,2910.0,4.68471726810094,4.68471726810094,
Wave,Cuitzeo,5,nvec_12_cpu,0.42981376613879024,11.059426566923802,0.09999064791127299,0.0002767017155506364,3614.0,19.984413511003368,19.984413511003368,
Wave,Cuitzeo,5,nvec_12_cuda,0.4311427347471932,11.092889719219807,0.09999064791127299,0.0002767017155506364,3614.0,6.430189447943121,6.430189447943121,
Wave,Catemaco,1,nvec_12_cpu,3.595923260618505e-05,4.322959188419286e-05,0.09999184975276437,0.0016722408026755853,598.0,0.12373640295118093,0.12373640295118093,
Wave,Catemaco,1,nvec_12_cuda,3.5960728679195625e-05,4.3232649851057185e-05,0.09999184975276437,0.0016722408026755853,598.0,0.8886501250090078,0.8886501250090078,
Wave,Catemaco,2,nvec_12_cpu,1.2193942528753418e-05,1.9893068016315024e-05,0.09994464410947095,0.0009487666034155598,1054.0,0.7165193549590185,0.7165193549590185,
Wave,Catemaco,2,nvec_12_cuda,1.2194092427360216e-05,1.989380417826621e-05,0.09994464410947095,0.0009487666034155598,1054.0,1.4880460040876642,1.4880460040876642,
Wave,Catemaco,3,nvec_12_cpu,7.460929889728986e-06,2.875429652526646e-05,0.09997584757017239,0.0006605019815059445,1514.0,3.2816696749068797,3.2816696749068797,
Wave,Catemaco,3,nvec_12_cuda,7.469294002294755e-06,2.883820229509452e-05,0.09997584757017239,0.0006605019815059445,1514.0,2.3805532339029014,2.3805532339029014,
Wave,Catemaco,4,nvec_12_cpu,3.5397251256617996e-05,0.0004501226900246323,0.09996665194129084,0.0005042864346949068,1983.0,8.959140188992023,8.959140188992023,
Wave,Catemaco,4,nvec_12_cuda,3.5587527216755296e-05,0.0004526956635530015,0.09996665194129084,0.0005042864346949068,1983.0,3.3570888930698857,3.3570888930698857,
Wave,Catemaco,5,nvec_12_cpu,0.00025934883640016816,0.004208240097328242,0.09997993011489731,0.00040584415584415587,2464.0,19.65071100590285,19.65071100590285,
Wave,Catemaco,5,nvec_12_cuda,0.0002604762975989545,0.004226920852512262,0.09997993011489731,0.00040584415584415587,2464.0,4.280148505000398,4.280148505000398,
Wave,Caspio,1,nvec_12_cpu,1.5020920621622135e-05,1.328748631667746e-05,0.09997353628898997,0.0016666666666666668,600.0,0.07471466192509979,0.07471466192509979,
Wave,Caspio,1,nvec_12_cuda,1.5020916586498458e-05,1.3287658691363064e-05,0.09997353628898997,0.0016666666666666668,600.0,0.9510467000072822,0.9510467000072822,
Wave,Caspio,2,nvec_12_cpu,4.7246008340248866e-06,7.2186501153799345e-06,0.09992482660161661,0.0009182736455463728,1089.0,0.32859169610310346,0.32859169610310346,
Wave,Caspio,2,nvec_12_cuda,4.726085110611812e-06,7.230884228018394e-06,0.09992482660161661,0.0009182736455463728,1089.0,1.6100995220476761,1.6100995220476761,
Wave,Caspio,3,nvec_12_cpu,7.090292659074814e-06,5.2786310948313016e-05,0.09997418633131039,0.0006406149903907751,1561.0,1.1598912669578567,1.1598912669578567,
Wave,Caspio,3,nvec_12_cuda,7.113604428154773e-06,5.3006244264927485e-05,0.09997418633131039,0.0006406149903907751,1561.0,2.4099996130680665,2.4099996130680665,
Wave,Caspio,4,nvec_12_cpu,1.8710151323586354e-05,0.000222654483850187,0.09999643480693293,0.0004870920603994155,2053.0,3.6386847170069814,3.6386847170069814,
Wave,Caspio,4,nvec_12_cuda,1.872772489711383e-05,0.00022287686299338696,0.09999643480693293,0.0004870920603994155,2053.0,3.207055643084459,3.207055643084459,
Wave,Caspio,5,nvec_12_cpu,0.002630523423279249,0.04542276517397719,0.09999215346871823,0.0003940110323089047,2538.0,8.23906179703772,8.23906179703772,
Wave,Caspio,5,nvec_12_cuda,0.0026338340111271186,0.04548085708741506,0.09999215346871823,0.0003940110323089047,2538.0,4.10950831300579,4.10950831300579,
Wave,Metztitlán,1,nvec_12_cpu,2.0018293412660773e-05,2.6409494762705148e-05,0.0999593301492445,0.0017241379310344827,580.0,0.07240513898432255,0.07240513898432255,
Wave,Metztitlán,1,nvec_12_cuda,2.0018467462176485e-05,2.6408845169265325e-05,0.0999593301492445,0.0017241379310344827,580.0,0.8314506490714848,0.8314506490714848,
Wave,Metztitlán,2,nvec_12_cpu,7.058507236466065e-06,1.4046831298926444e-05,0.09998023911104946,0.000949667616334283,1053.0,0.2483534850180149,0.2483534850180149,
Wave,Metztitlán,2,nvec_12_cuda,7.058412154746479e-06,1.404681709988314e-05,0.09998023911104946,0.000949667616334283,1053.0,1.4763490200275555,1.4763490200275555,
Wave,Metztitlán,3,nvec_12_cpu,6.667699141071267e-06,3.7549441575703285e-05,0.09997340399987444,0.0006697923643670462,1493.0,0.7556940300855786,0.7556940300855786,
Wave,Metztitlán,3,nvec_12_cuda,6.6697154452110415e-06,3.756661208875043e-05,0.09997340399987444,0.0006697923643670462,1493.0,2.2085641809972003,2.2085641809972003,
Wave,Metztitlán,4,nvec_12_cpu,2.2384468745376893e-05,0.00023543446827311928,0.09999480024914492,0.0005120327700972862,1953.0,2.2262087549315766,2.2262087549315766,
Wave,Metztitlán,4,nvec_12_cuda,2.2395338368333117e-05,0.00023555837561801615,0.09999480024914492,0.0005120327700972862,1953.0,2.995467658038251,2.995467658038251,
Wave,Metztitlán,5,nvec_12_cpu,0.00013375082466082292,0.001931473489184853,0.09999552924057716,0.0004137360364087712,2417.0,5.312201658030972,5.312201658030972,
Wave,Metztitlán,5,nvec_12_cuda,0.0001339976361602787,0.0019349737152060075,0.09999552924057716,0.0004137360364087712,2417.0,3.806548092048615,3.806548092048615,
Wave,Ness,1,nvec_12_cpu,1.0732841164262364e-06,4.507021309793673e-06,0.09994734352305648,0.0007692307692307692,1300.0,0.08949042204767466,0.08949042204767466,
Wave,Ness,1,nvec_12_cuda,1.0732726752773413e-06,4.506842416682056e-06,0.09994734352305648,0.0007692307692307692,1300.0,1.5623423669021577,1.5623423669021577,
Wave,Ness,2,nvec_12_cpu,7.720343113753395e-06,8.730150338311957e-05,0.09997129572855781,0.00046728971962616824,2140.0,0.31299542007036507,0.31299542007036507,
Wave,Ness,2,nvec_12_cuda,7.725465548318083e-06,8.736214195793428e-05,0.09997129572855781,0.00046728971962616824,2140.0,2.9716583179542795,2.9716583179542795,
