Equation,Dataset,Scale,Config_ID,Time_Mean_RMSE,CFL,dt,Time_Steps,Damping,Alpha,Time_Secs,RMSE
Wave,Metztitlán,2,nvec_16_cpu,0.00033684870582656603,0.4999721312182354,0.0026246719160104987,381.0,0.0,0.0,0.1716607459820807,
Wave,Metztitlán,2,nvec_16_cuda,0.00033684904194628777,0.4999721312182354,0.0026246719160104987,381.0,0.0,0.0,0.7996326680295169,
Wave,Metztitlán,3,nvec_16_cpu,0.00016355268598711463,0.4997577765877455,0.002,500.0,0.0,0.0,0.3132296089315787,
Wave,Metztitlán,3,nvec_16_cuda,0.00016355271223151646,0.4997577765877455,0.002,500.0,0.0,0.0,1.1551538070198148,
Wave,Metztitlán,4,nvec_16_cpu,0.00010302344034002225,0.4995350926419882,0.0017482517482517483,572.0,0.0,0.0,0.6745180480647832,
Wave,Metztitlán,4,nvec_16_cuda,0.00010302348970728401,0.4995350926419882,0.0017482517482517483,572.0,0.0,0.0,1.3913522420916706,
Wave,Ness,1,nvec_16_cpu,0.0001175567008658227,0.49959914194660937,0.0010256410256410256,975.0,0.0,0.0,0.07960167992860079,
Wave,Ness,1,nvec_16_cuda,0.0001175567559648715,0.49959914194660937,0.0010256410256410256,975.0,0.0,0.0,1.5138697719667107,
Wave,Ness,2,nvec_16_cpu,5.6756931332131576e-05,0.4997511032614957,0.0010152284263959391,985.0,0.0,0.0,0.16453995800111443,
Wave,Ness,2,nvec_16_cuda,5.67569479094444e-05,0.4997511032614957,0.0010152284263959391,985.0,0.0,0.0,1.7712089950218797,
Wave,Ness,3,nvec_16_cpu,2.9735919327858152e-05,0.4998545942496526,0.0009199632014719411,1087.0,0.0,0.0,0.30913885007612407,
Wave,Ness,3,nvec_16_cuda,2.9735917822737983e-05,0.4998545942496526,0.0009199632014719411,1087.0,0.0,0.0,2.263333823066205,
Wave,Ness,4,nvec_16_cpu,2.014495606024694e-05,0.4997511032614924,0.0005076142131979696,1970.0,0.0,0.0,0.9241226069862023,
Wave,Ness,4,nvec_16_cuda,2.0144960909714193e-05,0.4997511032614924,0.0005076142131979696,1970.0,0.0,0.0,3.643247942905873,
Wave,Huron,1,nvec_16_cpu,0.0015794047460341426,0.4996224629030745,0.002232142857142857,448.0,0.0,0.0,0.07854178396519274,
Wave,Huron,1,nvec_16_cuda,0.001579404999305071,0.4996224629030745,0.002232142857142857,448.0,0.0,0.0,0.7205914920195937,
Wave,Huron,2,nvec_16_cpu,0.0005540764580862593,0.4997675275690467,0.0013422818791946308,745.0,0.0,0.0,0.21364770096261054,
Wave,Huron,2,nvec_16_cuda,0.0005540769008724008,0.4997675275690467,0.0013422818791946308,745.0,0.0,0.0,1.227239656029269,
Wave,Huron,3,nvec_16_cpu,0.0003048877115039973,0.49981662674181154,0.0009671179883945841,1034.0,0.0,0.0,0.6094765500165522,
Wave,Huron,3,nvec_16_cuda,0.0003048883045152035,0.49981662674181154,0.0009671179883945841,1034.0,0.0,0.0,1.751407020026818,
Wave,Huron,4,nvec_16_cpu,0.00018433930798621867,0.4997830367702034,0.0007434944237918215,1345.0,0.0,0.0,1.7721732819918543,
Wave,Huron,4,nvec_16_cuda,0.00018433993072994241,0.4997830367702034,0.0007434944237918215,1345.0,0.0,0.0,2.259086217964068,
Wave,Chapala,1,nvec_16_cpu,0.0005672687150630696,0.49891373969994013,0.0026246719160104987,381.0,0.0,0.0,0.08017748303245753,
Wave,Chapala,1,nvec_16_cuda,0.0005672688094109975,0.49891373969994013,0.0026246719160104987,381.0,0.0,0.0,0.7469991920515895,
Wave,Chapala,2,nvec_16_cpu,0.00014068811306787237,0.4995829205764484,0.0018450184501845018,542.0,0.0,0.0,0.24894380592741072,
Wave,Chapala,2,nvec_16_cuda,0.0001406881346878033,0.4995829205764484,0.0018450184501845018,542.0,0.0,0.0,1.2058175790589303,
Wave,Chapala,3,nvec_16_cpu,7.845902275361269e-05,0.4995693425116353,0.001314060446780552,761.0,0.0,0.0,0.751335056964308,
Wave,Chapala,3,nvec_16_cuda,7.845903093911905e-05,0.4995693425116353,0.001314060446780552,761.0,0.0,0.0,1.7848838700447232,
Wave,Chapala,4,nvec_16_cpu,4.641076043191774e-05,0.4995791854431427,0.00102880658436214,972.0,0.0,0.0,2.4156246279599145,
Wave,Chapala,4,nvec_16_cuda,4.6410770405750395e-05,0.4995791854431427,0.00102880658436214,972.0,0.0,0.0,2.3060283820377663,
Wave,Ladoga,1,nvec_16_cpu,0.0013164402705919743,0.4999508318511916,0.0017857142857142857,560.0,0.0,0.0,0.12881228898186237,
Wave,Ladoga,1,nvec_16_cuda,0.0013164408683802764,0.4999508318511916,0.0017857142857142857,560.0,0.0,0.0,0.8904037149623036,
Wave,Ladoga,2,nvec_16_cpu,0.00041627372410523475,0.4997312894107125,0.001004016064257028,996.0,0.0,0.0,0.633518110960722,
Wave,Ladoga,2,nvec_16_cuda,0.00041627463358990407,0.4997312894107125,0.001004016064257028,996.0,0.0,0.0,1.6795428070472553,
Wave,Ladoga,3,nvec_16_cpu,0.00020073912498166013,0.499870837293521,0.0006939625260235947,1441.0,0.0,0.0,3.147013565991074,
Wave,Ladoga,3,nvec_16_cuda,0.00020074015145073895,0.499870837293521,0.0006939625260235947,1441.0,0.0,0.0,2.503740399959497,
Wave,Ladoga,4,nvec_16_cpu,0.0001284366144229487,0.49988401456463194,0.0006341154090044388,1577.0,0.0,0.0,7.257771913078614,
Wave,Ladoga,4,nvec_16_cuda,0.00012843903822108108,0.49988401456463194,0.0006341154090044388,1577.0,0.0,0.0,2.878339822986163,
Wave,Patzcuaro,1,nvec_16_cpu,0.0006383084147115759,0.4998505359972702,0.0017889087656529517,559.0,0.0,0.0,0.10126979206688702,
Wave,Patzcuaro,1,nvec_16_cuda,0.0006383086499213533,0.4998505359972702,0.0017889087656529517,559.0,0.0,0.0,0.8990413369610906,
Wave,Patzcuaro,2,nvec_16_cpu,0.00024344179513575203,0.49995738562392755,0.0011061946902654867,904.0,0.0,0.0,0.2848118990659714,
Wave,Patzcuaro,2,nvec_16_cuda,0.00024344209186801,0.49995738562392755,0.0011061946902654867,904.0,0.0,0.0,1.4735288309166208,
Wave,Patzcuaro,3,nvec_16_cpu,0.00011668434162025214,0.4999123308389036,0.0007974481658692185,1254.0,0.0,0.0,0.7317199169192463,
Wave,Patzcuaro,3,nvec_16_cuda,0.00011668462460633833,0.4999123308389036,0.0007974481658692185,1254.0,0.0,0.0,2.083200928987935,
Wave,Patzcuaro,4,nvec_16_cpu,7.129183736742012e-05,0.4997348270925971,0.0006188118811881188,1616.0,0.0,0.0,2.504975507967174,
Wave,Patzcuaro,4,nvec_16_cuda,7.12920945595041e-05,0.4997348270925971,0.0006188118811881188,1616.0,0.0,0.0,2.685612305998802,
Wave,Baikal,1,nvec_16_cpu,0.00024126604315487926,0.49985491085737993,0.0012106537530266344,826.0,0.0,0.0,0.09526399499736726,
Wave,Baikal,1,nvec_16_cuda,0.00024126616754639412,0.49985491085737993,0.0012106537530266344,826.0,0.0,0.0,1.2775941060390323,
Wave,Baikal,2,nvec_16_cpu,0.00010514434444096369,0.49981850199246053,0.0008680555555555555,1152.0,0.0,0.0,0.22569414495956153,
Wave,Baikal,2,nvec_16_cuda,0.00010514438564415384,0.49981850199246053,0.0008680555555555555,1152.0,0.0,0.0,1.9795298129320145,
Wave,Baikal,3,nvec_16_cpu,5.495403852555343e-05,0.49981850199246053,0.0008680555555555555,1152.0,0.0,0.0,0.4911863829474896,
Wave,Baikal,3,nvec_16_cuda,5.495405020678428e-05,0.49981850199246053,0.0008680555555555555,1152.0,0.0,0.0,2.2565054510487244,
Wave,Baikal,4,nvec_16_cpu,3.15978094499796e-05,0.49981850199246053,0.0008680555555555555,1152.0,0.0,0.0,0.8633789559826255,
Wave,Baikal,4,nvec_16_cuda,3.159777981661494e-05,0.49981850199246053,0.0008680555555555555,1152.0,0.0,0.0,2.55903165100608,
Wave,Santa Maria del Oro,1,nvec_16_cpu,0.0016123969685242778,0.49981796239604276,0.0045871559633027525,218.0,0.0,0.0,0.11337331891991198,
Wave,Santa Maria del Oro,1,nvec_16_cuda,0.0016123970385229884,0.49981796239604276,0.0045871559633027525,218.0,0.0,0.0,0.5356454820139334,
Wave,Santa Maria del Oro,2,nvec_16_cpu,0.0005355331015696579,0.499817962396044,0.0022935779816513763,436.0,0.0,0.0,0.7656262789387256,
Wave,Santa Maria del Oro,2,nvec_16_cuda,0.0005355338973846792,0.499817962396044,0.0022935779816513763,436.0,0.0,0.0,1.072960588033311,
Wave,Santa Maria del Oro,3,nvec_16_cpu,0.0002374151406445863,0.49968975440702174,0.0018083182640144665,553.0,0.0,0.0,2.950112077058293,
Wave,Santa Maria del Oro,3,nvec_16_cuda,0.0002374153409736567,0.49968975440702174,0.0018083182640144665,553.0,0.0,0.0,1.516587811987847,
Wave,Santa Maria del Oro,4,nvec_16_cpu,0.00014993786159485357,0.49936372782716626,0.001375515818431912,727.0,0.0,0.0,8.215738159022294,
Wave,Santa Maria del Oro,4,nvec_16_cuda,0.0001499380709467987,0.49936372782716626,0.001375515818431912,727.0,0.0,0.0,2.0688677850412205,
Wave,Balkhash,1,nvec_16_cpu,0.0003075330349111247,0.4993178275564334,0.0014727540500736377,679.0,0.0,0.0,0.07992227689828724,
Wave,Balkhash,1,nvec_16_cuda,0.0003075330729145967,0.4993178275564334,0.0014727540500736377,679.0,0.0,0.0,1.0623353508999571,
Wave,Balkhash,2,nvec_16_cpu,0.00011642711993979983,0.4997156490037728,0.0009389671361502347,1065.0,0.0,0.0,0.16820855590049177,
Wave,Balkhash,2,nvec_16_cuda,0.0001164272655827375,0.4997156490037728,0.0009389671361502347,1065.0,0.0,0.0,1.6451009190641344,
Wave,Balkhash,3,nvec_16_cpu,6.554587003283997e-05,0.4996477417293079,0.0007173601147776184,1394.0,0.0,0.0,0.3604014500742778,
Wave,Balkhash,3,nvec_16_cuda,6.554607697283789e-05,0.4996477417293079,0.0007173601147776184,1394.0,0.0,0.0,2.2538687920896336,
Wave,Balkhash,4,nvec_16_cpu,4.711584697378818e-05,0.4999354696809898,0.0005617977528089888,1780.0,0.0,0.0,0.7274581100791693,
Wave,Balkhash,4,nvec_16_cuda,4.711600804349289e-05,0.4999354696809898,0.0005617977528089888,1780.0,0.0,0.0,2.834882359020412,
Wave,Zirahuen,1,nvec_16_cpu,0.0015621336552982985,0.4991398959287692,0.0033333333333333335,300.0,0.0,0.0,0.10752440697979182,
Wave,Zirahuen,1,nvec_16_cuda,0.0015621338691501553,0.4991398959287692,0.0033333333333333335,300.0,0.0,0.0,0.564835038036108,
Wave,Zirahuen,2,nvec_16_cpu,0.000441517552313171,0.49911111946023506,0.0024154589371980675,414.0,0.0,0.0,0.3928839199943468,
Wave,Zirahuen,2,nvec_16_cuda,0.00044151810600349825,0.49911111946023506,0.0024154589371980675,414.0,0.0,0.0,0.959932254976593,
Wave,Zirahuen,3,nvec_16_cpu,0.0002566076985093246,0.49997318456972284,0.001669449081803005,599.0,0.0,0.0,1.6576804459327832,
Wave,Zirahuen,3,nvec_16_cuda,0.0002566094988994003,0.49997318456972284,0.001669449081803005,599.0,0.0,0.0,1.4431228750618175,
Wave,Zirahuen,4,nvec_16_cpu,0.00013802777112745346,0.4995886154857563,0.0014265335235378032,701.0,0.0,0.0,3.84990552009549,
Wave,Zirahuen,4,nvec_16_cuda,0.00013802788749528601,0.4995886154857563,0.0014265335235378032,701.0,0.0,0.0,1.8566671150038019,
Wave,Alchichica,1,nvec_16_cpu,0.0015506521412384261,0.498310048500074,0.004629629629629629,216.0,0.0,0.0,0.27878261893056333,
Wave,Alchichica,1,nvec_16_cuda,0.0015506523003200221,0.498310048500074,0.004629629629629629,216.0,0.0,0.0,1.0412734790006652,
Wave,Alchichica,2,nvec_16_cpu,0.0004954794185123748,0.49946622030634297,0.002320185614849188,431.0,0.0,0.0,1.0808719380293041,
Wave,Alchichica,2,nvec_16_cuda,0.0004954795382985634,0.49946622030634297,0.002320185614849188,431.0,0.0,0.0,1.119654398993589,
Wave,Alchichica,3,nvec_16_cpu,0.0002518861120073331,0.4994492026474647,0.0017825311942959,561.0,0.0,0.0,3.481509711011313,
Wave,Alchichica,3,nvec_16_cuda,0.00025188641971938484,0.4994492026474647,0.0017825311942959,561.0,0.0,0.0,1.6243341569788754,
Wave,Alchichica,4,nvec_16_cpu,0.00014616397563917114,0.4996630571372711,0.0013531799729364006,739.0,0.0,0.0,9.3229090370005,
Wave,Alchichica,4,nvec_16_cuda,0.0001461642885475258,0.4996630571372711,0.0013531799729364006,739.0,0.0,0.0,2.337635634932667,
Wave,Titicaca,1,nvec_16_cpu,0.0011338900702246382,0.49968085277223623,0.001937984496124031,516.0,0.0,0.0,0.07903145800810307,
Wave,Titicaca,1,nvec_16_cuda,0.0011338902357737066,0.49968085277223623,0.001937984496124031,516.0,0.0,0.0,0.8065875170286745,
Wave,Titicaca,2,nvec_16_cpu,0.0003566708140348874,0.4998193143929699,0.0012239902080783353,817.0,0.0,0.0,0.17433269298635423,
Wave,Titicaca,2,nvec_16_cuda,0.0003566710995358456,0.4998193143929699,0.0012239902080783353,817.0,0.0,0.0,1.3386079620104283,
Wave,Titicaca,3,nvec_16_cpu,0.00017718817201710387,0.4998397952267976,0.0009025270758122744,1108.0,0.0,0.0,0.4556559060001746,
Wave,Titicaca,3,nvec_16_cuda,0.00017718853060593956,0.4998397952267976,0.0009025270758122744,1108.0,0.0,0.0,1.8413817670661956,
Wave,Titicaca,4,nvec_16_cpu,0.00011393457052043353,0.49974926907776374,0.0007022471910112359,1424.0,0.0,0.0,1.128715956932865,
Wave,Titicaca,4,nvec_16_cuda,0.00011393488472134913,0.49974926907776374,0.0007022471910112359,1424.0,0.0,0.0,2.3395973229780793,
Wave,Poopo,1,nvec_16_cpu,0.0007707503943983997,0.49959854934661896,0.0018587360594795538,538.0,0.0,0.0,0.09765393403358757,
Wave,Poopo,1,nvec_16_cuda,0.000770750794319122,0.49959854934661896,0.0018587360594795538,538.0,0.0,0.0,0.8620017420034856,
Wave,Poopo,2,nvec_16_cpu,0.00023634211503548546,0.499896465988697,0.0014619883040935672,684.0,0.0,0.0,0.2801512519363314,
Wave,Poopo,2,nvec_16_cuda,0.00023634214130120336,0.499896465988697,0.0014619883040935672,684.0,0.0,0.0,1.3188251530518755,
Wave,Poopo,3,nvec_16_cpu,0.00012629392558888178,0.499896465988697,0.0014619883040935672,684.0,0.0,0.0,0.729890133952722,
Wave,Poopo,3,nvec_16_cuda,0.00012629428439734332,0.499896465988697,0.0014619883040935672,684.0,0.0,0.0,1.466862509958446,
Wave,Poopo,4,nvec_16_cpu,6.972826854380183e-05,0.4996081233982743,0.0011198208286674132,893.0,0.0,0.0,2.527304781950079,
Wave,Poopo,4,nvec_16_cuda,6.972863420320279e-05,0.4996081233982743,0.0011198208286674132,893.0,0.0,0.0,1.9117800510721281,
Wave,Yuriria,1,nvec_16_cpu,0.0008474194698063451,0.4992056380257969,0.0017301038062283738,578.0,0.0,0.0,0.11767739593051374,
Wave,Yuriria,1,nvec_16_cuda,0.0008474200085798942,0.4992056380257969,0.0017301038062283738,578.0,0.0,0.0,0.915772421984002,
Wave,Yuriria,2,nvec_16_cpu,0.00024425539634383484,0.4997929163984539,0.0009433962264150943,1060.0,0.0,0.0,0.4584742089500651,
Wave,Yuriria,2,nvec_16_cuda,0.000244255942149102,0.4997929163984539,0.0009433962264150943,1060.0,0.0,0.0,1.7350125870434567,
Wave,Yuriria,3,nvec_16_cpu,0.00012822936680128105,0.4999403576487541,0.0006548788474132286,1527.0,0.0,0.0,2.1698857370065525,
Wave,Yuriria,3,nvec_16_cuda,0.00012822992694020886,0.4999403576487541,0.0006548788474132286,1527.0,0.0,0.0,2.5775307200383395,
Wave,Yuriria,4,nvec_16_cpu,7.401324344293334e-05,0.49980776531944515,0.0004952947003467063,2019.0,0.0,0.0,6.430582728004083,
Wave,Yuriria,4,nvec_16_cuda,7.401376257565534e-05,0.49980776531944515,0.0004952947003467063,2019.0,0.0,0.0,3.4654745570151135,
Wave,Erie,1,nvec_16_cpu,0.0004213815187929887,0.4999548269018773,0.0013422818791946308,745.0,0.0,0.0,0.11443969293031842,
Wave,Erie,1,nvec_16_cuda,0.00042138183348537037,0.4999548269018773,0.0013422818791946308,745.0,0.0,0.0,1.16729114507325,
Wave,Erie,2,nvec_16_cpu,0.00013511168553794232,0.49980191548142977,0.0007627765064836003,1311.0,0.0,0.0,0.5299154910026118,
Wave,Erie,2,nvec_16_cuda,0.00013511193198083153,0.49980191548142977,0.0007627765064836003,1311.0,0.0,0.0,2.155489247990772,
Wave,Erie,3,nvec_16_cpu,6.122823315016626e-05,0.4998895732775021,0.0005230125523012552,1912.0,0.0,0.0,2.1332554530818015,
Wave,Erie,3,nvec_16_cuda,6.122843979235405e-05,0.4998895732775021,0.0005230125523012552,1912.0,0.0,0.0,3.2400588940363377,
Wave,Erie,4,nvec_16_cpu,4.17235730268705e-05,0.49985138838866205,0.0003980891719745223,2512.0,0.0,0.0,6.51420136494562,
Wave,Erie,4,nvec_16_cuda,4.172375122987664e-05,0.49985138838866205,0.0003980891719745223,2512.0,0.0,0.0,4.271081913961098,
Wave,Malawi,1,nvec_16_cpu,0.00032514049801327306,0.4995670818434493,0.002136752136752137,468.0,0.0,0.0,0.0752795230364427,
Wave,Malawi,1,nvec_16_cuda,0.0003251405326057068,0.4995670818434493,0.002136752136752137,468.0,0.0,0.0,0.8673733579926193,
Wave,Malawi,2,nvec_16_cpu,0.00010075645232728073,0.49925737978595236,0.0016420361247947454,609.0,0.0,0.0,0.1703896690160036,
Wave,Malawi,2,nvec_16_cuda,0.00010075645591248514,0.49925737978595236,0.0016420361247947454,609.0,0.0,0.0,1.3724706580396742,
Wave,Malawi,3,nvec_16_cpu,5.798112382521127e-05,0.4995123982316822,0.001199040767386091,834.0,0.0,0.0,0.4476335239596665,
Wave,Malawi,3,nvec_16_cuda,5.798113483526438e-05,0.4995123982316822,0.001199040767386091,834.0,0.0,0.0,1.9352354279253632,
Wave,Malawi,4,nvec_16_cpu,3.102948696990534e-05,0.4995230560077599,0.0010395010395010396,962.0,0.0,0.0,1.0184958749450743,
Wave,Malawi,4,nvec_16_cuda,3.1029508615727155e-05,0.4995230560077599,0.0010395010395010396,962.0,0.0,0.0,2.263938035001047,
Wave,Zempoala,1,nvec_16_cpu,0.0007829550442423352,0.4993609153612443,0.001697792869269949,589.0,0.0,0.0,0.10223949793726206,
Wave,Zempoala,1,nvec_16_cuda,0.000782955482637409,0.4993609153612443,0.001697792869269949,589.0,0.0,0.0,0.9335345780709758,
Wave,Zempoala,2,nvec_16_cpu,0.0002053801433012252,0.49960972475724325,0.0009319664492078285,1073.0,0.0,0.0,0.3542214180342853,
Wave,Zempoala,2,nvec_16_cuda,0.00020538050439571393,0.49960972475724325,0.0009319664492078285,1073.0,0.0,0.0,1.7390696809161454,
Wave,Zempoala,3,nvec_16_cpu,0.00010165835574540795,0.49967673218080744,0.0006557377049180328,1525.0,0.0,0.0,1.0931311729364097,
Wave,Zempoala,3,nvec_16_cuda,0.00010165868854611355,0.49967673218080744,0.0006557377049180328,1525.0,0.0,0.0,2.626696969033219,
Wave,Zempoala,4,nvec_16_cpu,6.247984801643303e-05,0.4999635062922349,0.0004972650422675286,2011.0,0.0,0.0,3.618391816969961,
Wave,Zempoala,4,nvec_16_cuda,6.248016873889421e-05,0.4999635062922349,0.0004972650422675286,2011.0,0.0,0.0,3.354530281969346,
AdvReactionDiff,Cuitzeo,1,nvec_16_cpu_upwind_True,0.00839078648664921,0.4988551281628189,0.01020408163265306,196.0,,,0.0867304380517453,
AdvReactionDiff,Cuitzeo,1,nvec_16_cpu_upwind_False,4.547652809125067e-06,0.4988551281628189,0.01020408163265306,196.0,,,0.07535058900248259,
AdvReactionDiff,Cuitzeo,1,nvec_16_cuda_upwind_True,0.008390786487658288,0.4988551281628189,0.01020408163265306,196.0,,,1.2486596390372142,
AdvReactionDiff,Cuitzeo,1,nvec_16_cuda_upwind_False,4.547651288663583e-06,0.4988551281628189,0.01020408163265306,196.0,,,2.3726981510408223,
AdvReactionDiff,Cuitzeo,2,nvec_16_cpu_upwind_True,0.008371954509669504,0.49863667191612815,0.005681818181818182,352.0,,,0.22724204801488668,
AdvReactionDiff,Cuitzeo,2,nvec_16_cpu_upwind_False,1.3742266371467553e-06,0.49863667191612815,0.005681818181818182,352.0,,,0.19404254900291562,
AdvReactionDiff,Cuitzeo,2,nvec_16_cuda_upwind_True,0.00837195449509611,0.49863667191612815,0.005681818181818182,352.0,,,3.1396573870442808,
AdvReactionDiff,Cuitzeo,2,nvec_16_cuda_upwind_False,1.3742252854022547e-06,0.49863667191612815,0.005681818181818182,352.0,,,6.057705750921741,
AdvReactionDiff,Cuitzeo,3,nvec_16_cpu_upwind_True,0.007426114885695968,0.4994680614869103,0.003898635477582846,513.0,,,0.6620286110555753,
AdvReactionDiff,Cuitzeo,3,nvec_16_cpu_upwind_False,8.240402642235081e-07,0.4994680614869103,0.003898635477582846,513.0,,,0.6664475559955463,
AdvReactionDiff,Cuitzeo,3,nvec_16_cuda_upwind_True,0.007426114871778787,0.4994680614869103,0.003898635477582846,513.0,,,5.541089575970545,
AdvReactionDiff,Cuitzeo,3,nvec_16_cuda_upwind_False,8.240389429821607e-07,0.4994680614869103,0.003898635477582846,513.0,,,12.114983753068373,
AdvReactionDiff,Cuitzeo,4,nvec_16_cpu_upwind_True,0.006526208360443992,0.4993972562505168,0.002962962962962963,675.0,,,1.1885819900780916,
AdvReactionDiff,Cuitzeo,4,nvec_16_cpu_upwind_False,7.253082671601874e-07,0.4993972562505168,0.002962962962962963,675.0,,,2.098382726078853,
AdvReactionDiff,Cuitzeo,4,nvec_16_cuda_upwind_True,0.006526208344194019,0.4993972562505168,0.002962962962962963,675.0,,,9.31012006290257,
AdvReactionDiff,Cuitzeo,4,nvec_16_cuda_upwind_False,7.253070358009849e-07,0.4993972562505168,0.002962962962962963,675.0,,,17.50799302093219,
AdvReactionDiff,Catemaco,1,nvec_16_cpu_upwind_True,0.01286491016464918,0.49921232564063217,0.014705882352941176,136.0,,,0.07838779990561306,
AdvReactionDiff,Catemaco,1,nvec_16_cpu_upwind_False,1.8630412789491793e-05,0.49921232564063217,0.014705882352941176,136.0,,,0.07529457495547831,
AdvReactionDiff,Catemaco,1,nvec_16_cuda_upwind_True,0.012864910164768609,0.49921232564063217,0.014705882352941176,136.0,,,1.1116943859960884,
AdvReactionDiff,Catemaco,1,nvec_16_cuda_upwind_False,1.863041388010623e-05,0.49921232564063217,0.014705882352941176,136.0,,,1.5456386589212343,
AdvReactionDiff,Catemaco,2,nvec_16_cpu_upwind_True,0.011615599806624839,0.4990130934849811,0.00823045267489712,243.0,,,0.2693478299770504,
AdvReactionDiff,Catemaco,2,nvec_16_cpu_upwind_False,5.598979140121702e-06,0.4990130934849811,0.00823045267489712,243.0,,,0.1964374139206484,
AdvReactionDiff,Catemaco,2,nvec_16_cuda_upwind_True,0.0116155997993478,0.4990130934849811,0.00823045267489712,243.0,,,2.3523165000369772,
AdvReactionDiff,Catemaco,2,nvec_16_cuda_upwind_False,5.598979174614141e-06,0.4990130934849811,0.00823045267489712,243.0,,,4.1473151840036735,
AdvReactionDiff,Catemaco,3,nvec_16_cpu_upwind_True,0.00975814911909802,0.49961915160662157,0.005714285714285714,350.0,,,0.6367885019863024,
AdvReactionDiff,Catemaco,3,nvec_16_cpu_upwind_False,2.926605980857268e-06,0.49961915160662157,0.005714285714285714,350.0,,,0.7748334949137643,
AdvReactionDiff,Catemaco,3,nvec_16_cuda_upwind_True,0.00975814910147253,0.49961915160662157,0.005714285714285714,350.0,,,3.38296071998775,
