x,y,region,classification
0.0001393109857086606,0.3355714077048117,1,boundary
0.0,0.34104335193190277,1,boundary
0.0001393109857086606,0.3462975661244772,1,boundary
0.0027296236515487945,0.3304679464908018,1,boundary
0.0027296236515487945,0.3514010273384871,1,boundary
0.004456498762108883,0.3566342975504085,1,boundary
0.006068512744039705,0.3254770260797827,1,boundary
0.0070468114279490165,0.3617377587644185,1,boundary
0.009342339500686376,0.3204763242125759,1,boundary
0.008916132602650097,0.36694961366873646,1,boundary
0.013649041693099084,0.3158643518430729,1,boundary
0.01294055286447685,0.3718374714858433,1,boundary
0.016964973126303597,0.37672532930295005,1,boundary
0.019015105901022383,0.3116669953675199,1,boundary
0.020989393388130318,0.3816131871200568,1,boundary
0.022588687422989816,0.306711358560858,1,boundary
0.02426322014477701,0.3866138889872635,1,boundary
0.025562759414315725,0.3016655916331064,1,boundary
0.026042437644109993,0.4177460231206164,1,boundary
0.026042437644109993,0.4229792933325378,1,boundary
0.026042437644109993,0.42847218154028194,1,boundary
0.02678645339624362,0.39172743490457035,1,boundary
0.028632750309950123,0.39694275127084255,1,boundary
0.028632750309950123,0.41264256190660653,1,boundary
0.02887944559261542,0.4335385546438241,1,boundary
0.03002384586189369,0.29720450518552843,1,boundary
0.03122306297579026,0.40204621248485245,1,boundary
0.03122306297579026,0.4075391006925966,1,boundary
0.03374018202653257,0.4376090471375591,1,boundary
0.03567219200040295,0.2932830341575793,1,boundary
0.041320538138912226,0.2893615631296301,1,boundary
0.04163400641624117,0.4376090471375591,1,boundary
0.04784221664892394,0.2862936348407385,1,boundary
0.050411287407817834,0.4367456095822791,1,boundary
0.0541879259020966,0.2830537247424312,1,boundary
0.057421655195658415,0.4376090471375591,1,boundary
0.06031483708806908,0.279599974521311,1,boundary
0.06447332774502298,0.2748431490763198,1,boundary
0.0637939079377526,0.4408230152199999,1,boundary
0.06576056518699203,0.4460202366418859,1,boundary
0.06662400274227208,0.47729004891550253,1,boundary
0.06835087785283216,0.26993321083498345,1,boundary
0.06835087785283216,0.4511236978558958,1,boundary
0.06842891622725272,0.4720685109743403,1,boundary
0.06748744029755212,0.4826531281253355,1,boundary
0.07061301418697237,0.4562764970220202,1,boundary
0.07020155597353928,0.4668421210069336,1,boundary
0.07177157476349666,0.26495458939200595,1,boundary
0.07180462807395234,0.4615902382797385,1,boundary
0.07323481735614508,0.4859615502332416,1,boundary
0.07579599502532353,0.260066731574899,1,boundary
0.0802570814729016,0.255605645127321,1,boundary
0.08077987113103056,0.48389380761840367,1,boundary
0.08619785258787203,0.2519699727523496,1,boundary
0.0881390095336946,0.48337123756740147,1,boundary
0.092863772307174,0.2497163029930101,1,boundary
0.09294989577955175,0.4881111917226801,1,boundary
0.09697431604137857,0.49299904953978696,1,boundary
0.10198550136728951,0.2502430976417895,1,boundary
0.10218599599413666,0.4973472919372649,1,boundary
0.10696100976114357,0.5021223057042719,1,boundary
0.11076278235886618,0.25110653519706955,1,boundary
0.11173602352815046,0.5068973194712788,1,boundary
0.11738436966665983,0.5108187904992281,1,boundary
0.12042351995231139,0.25110653519706955,1,boundary
0.12303271580516918,0.5147402615271772,1,boundary
0.12856805647114872,0.5187721773338834,1,boundary
0.12920080094388922,0.2519699727523496,1,boundary
0.13389274189643677,0.5230099749526048,1,boundary
0.1376988180582685,0.2531063460906624,1,boundary
0.13954108803494616,0.526931445980554,1,boundary
0.14587190632517638,0.2545602854181897,1,boundary
0.14518943417345556,0.5308529170085033,1,boundary
0.15083778031196493,0.5347743880364526,1,boundary
0.1542355045643025,0.2558280317122157,1,boundary
0.15735945882197683,0.5378423163253444,1,boundary
0.1607760985027268,0.25887747319459004,1,boundary
0.16444606698511707,0.5403581162158845,1,boundary
0.16778646629056762,0.26146778586043,1,boundary
0.1732233479766939,0.5412215537711643,1,boundary
0.17479683407840862,0.26405809852627016,1,boundary
0.18172782239527568,0.5418183665256868,1,boundary
0.18357411506998625,0.2649215360815502,1,boundary
0.1891499669094409,0.26154995454302754,1,boundary
0.18901099675611152,0.5394946786606044,1,boundary
0.1909590107025985,0.2563290375514199,1,boundary
0.19538369310330583,0.25186247812804247,1,boundary
0.19651784415830426,0.5373895954260187,1,boundary
0.20146870542756656,0.2483677784696219,1,boundary
0.20391518893366098,0.5351774908842042,1,boundary
0.20973704868058365,0.24700693565884516,1,boundary
0.2117445321070841,0.5333875956958796,1,boundary
0.21599869980571978,0.19244214042715277,1,boundary
0.21869000295970373,0.1879746031734825,1,boundary
0.21900150742597171,0.19712246416883863,1,boundary
0.21844205811935183,0.2460728642175974,1,boundary
0.2188193811112108,0.530860303107804,1,boundary
0.22464985356448103,0.20104393519678782,1,boundary
0.22608501384121807,0.1857602176236484,1,boundary
0.2265345538701127,0.5289588245962114,1,boundary
0.22714706755812009,0.24513879277634956,1,boundary
0.2302981997029905,0.2049654062247372,1,boundary
0.23154057580076057,0.028154263274100737,1,boundary
0.23154057580076057,0.0336471514818449,1,boundary
0.23154057580076057,0.039140039689589116,1,boundary
0.23154057580076057,0.044632927897333405,1,boundary
0.23316044292868116,0.023266028585777372,1,boundary
0.2341308884666007,0.04973638911134356,1,boundary
0.23391669090848385,0.18699795854822945,1,boundary
0.23410541225388318,0.2424976358569867,1,boundary
0.23372357328876028,0.5265431153314037,1,boundary
0.23594654584149993,0.20888687725268656,1,boundary
0.23724024581041084,0.05476181727118944,1,boundary
0.24006132172321012,0.02229558304785778,1,boundary
0.23982443830471284,0.19066590632746644,1,boundary
0.240174951353561,0.05981350254145223,1,boundary
0.24128084113212644,0.2131152827647476,1,boundary
0.2410637569496464,0.2398564789376236,1,boundary
0.24132457563314125,0.5245300534965434,1,boundary
0.24303730581852423,0.06487606505570301,1,boundary
0.24521338318550276,0.19484090060412812,1,boundary
0.24631113257517093,0.06987676692290987,1,boundary
0.24707713232020756,0.024880576238104177,1,boundary
0.24740775231809942,0.2165690329858678,1,boundary
0.24758543545965844,0.2367885506487318,1,boundary
0.24862776546630996,0.5222259275550035,1,boundary
0.25033555283699777,0.07476462474001672,1,boundary
0.2504250631382608,0.19918914300160617,1,boundary
0.2536093795936445,0.07976532660722356,1,boundary
0.25496551390076033,0.026612770824257996,1,boundary
0.2537649166285307,0.21979774759747694,1,boundary
0.2541071139696703,0.23372062235984004,1,boundary
0.2552000769052676,0.20396415676861301,1,boundary
0.25524126502466743,0.5192477396578177,1,boundary
0.25688320635029127,0.08476602847443034,1,boundary
0.25866266926186,0.2238320626755262,1,boundary
0.25813153423149726,0.2288327645427331,1,boundary
0.26015703310693794,0.08976673034163721,1,boundary
0.26041175685802564,0.20831239916609096,1,boundary
0.2600162787916744,0.5144727258908107,1,boundary
0.2623038202689876,0.024342965680272416,1,boundary
0.2634877653461222,0.0028090248680847597,1,boundary
0.26408304031567703,0.008212419577651835,1,boundary
0.26435120290140224,0.01366499228566194,1,boundary
0.26435120290140224,0.019157880493406224,1,boundary
0.2634877653461222,0.09475887705205407,1,boundary
0.26368558361467237,0.21331310103329773,1,boundary
0.2669415155672424,0.09973252926815279,1,boundary
0.26695941037131915,0.2183138029005046,1,boundary
0.2661250424223602,0.5110012393363628,1,boundary
0.26968562162250587,0.0,1,boundary
0.2692279198716984,0.10488167999335794,1,boundary
0.2712587033436426,0.11006926069408438,1,boundary
0.2714204968188972,0.22277488934808265,1,boundary
0.27384901600948275,0.11517272190809467,1,boundary
0.27401886681206905,0.5092743642258029,1,boundary
0.2753339677610153,0.003921471027949377,1,boundary
0.2755758911200428,0.12040599212001617,1,boundary
0.2764393286753229,0.1257690713298491,1,boundary
0.27682949610623925,0.2269302836492283,1,boundary
0.2773027662306029,0.13113215053968194,1,boundary
0.27816620378588297,0.13649522974951495,1,boundary
0.27938461758016525,0.14180494191550616,1,boundary
0.2807565164517231,0.1470915791712696,1,boundary
0.28098231389952477,0.007842942055898751,1,boundary
0.2821793035675587,0.1523705659004201,1,boundary
0.28334682911756326,0.1576879285930242,1,boundary
0.2826379776219685,0.5082563406108374,1,boundary
0.28472332049594856,0.22865715875978843,1,boundary
0.28507370422812334,0.16292119880494588,1,boundary
0.28663066003803395,0.011764413083847802,1,boundary
0.28749722280641926,0.1680497358026411,1,boundary
0.28939089200452356,0.17325793023087757,1,boundary
0.2906899721933549,0.5066840515599628,1,boundary
0.2919812046703637,0.1783613914448877,1,boundary
0.2926171448856577,0.2303840338703485,1,boundary
0.293589004733797,0.014405570003210662,1,boundary
0.29543495489148386,0.18333504366098644,1,boundary
0.29834074931746635,0.18839107542176867,1,boundary
0.2994672531849319,0.5058206140046827,1,boundary
0.3009840156153111,0.016619955553044425,1,boundary
0.30051096927536697,0.23211090898090858,1,boundary
0.30161457607411307,0.19339177728897547,1,boundary
0.3048884028307599,0.19839247915618244,1,boundary
0.30752308066540446,0.20348927052120416,1,boundary
0.3079588850407181,0.23427358846678237,1,boundary
0.30837136107520535,0.018841832826737643,1,boundary
0.3082445341765089,0.5049571764494026,1,boundary
0.31143605634405347,0.20839388289059615,1,boundary
0.3149007050068361,0.021902269391769036,1,boundary
0.3153538959222325,0.23648797401661645,1,boundary
